invoice_id,order_id,line_id,invoice_date,qty_billed,unit_price_billed,amount
INV903752,SO500318,18,2024-05-29,1000,0.98,980.0
INV903753,SO500630,5,2024-05-29,1250,3.0167,3770.88
INV903754,SO500286,11,2024-05-29,1250,3.7248,4656.0
INV903755,SO500474,5,2024-05-29,300,11.2896,3386.88
INV903756,SO500873,12,2024-05-29,150,12.0681,1810.22
INV903757,SO500480,23,2024-05-29,6000,0.384,2304.0
INV903758,SO500475,13,2024-05-29,250,3.6864,921.6
INV903759,SO500031,13,2024-05-29,5000,0.4214,2107.0
INV903760,SO500622,22,2024-05-29,200,10.0007,2000.14
INV903761,SO500033,12,2024-05-29,6000,0.5194,3116.4
INV903762,SO500029,14,2024-05-29,600,11.466,6879.6
INV903763,SO500319,10,2024-05-29,3000,0.5194,1558.2
INV903764,SO500031,7,2024-05-29,2000,1.0584,2116.8
INV903765,SO500160,4,2024-05-29,300,8.2159,2464.77
INV903766,SO500480,24,2024-05-29,2000,0.4992,998.4
INV903767,SO500436,18,2024-05-29,450,11.466,5159.7
INV903768,SO500029,19,2024-05-29,1900,12.887,24485.3
INV903769,SO500766,23,2024-05-29,80,58.1823,4654.58
INV903770,SO500622,26,2024-05-29,450,8.2159,3697.16
INV903771,SO500476,20,2024-05-29,2500,0.4128,1032.0
INV903772,SO500634,7,2024-05-29,2000,0.5141,1028.2
INV903773,SO500436,9,2024-05-29,1250,3.7632,4704.0
INV903774,SO500478,16,2024-05-29,4000,0.864,3456.0
INV903775,SO500033,6,2024-05-29,4000,0.392,1568.0
INV903776,SO500472,20,2024-05-29,30,36.096,1082.88
INV903777,SO500309,21,2024-05-29,450,8.3006,3735.27
INV903778,SO500314,8,2024-05-29,500,3.7632,1881.6
INV903779,SO500160,19,2024-05-29,500,13.8807,6940.35
INV903780,SO500622,1,2024-05-29,300,13.8807,4164.21
INV903781,SO500319,1,2024-05-29,4000,0.441,1764.0
INV903782,SO500873,5,2024-05-30,50,10.2069,510.34
INV903783,SO500436,12,2024-05-30,50,12.887,644.35
INV903784,SO500169,27,2024-05-30,2000,0.4462,892.4
INV903785,SO500474,15,2024-05-30,500,3.3408,1670.4
INV903786,SO500167,23,2024-05-30,1250,3.3756,4219.5
INV903787,SO500436,14,2024-05-30,150,8.0948,1214.22
INV903788,SO500476,18,2024-05-30,1750,1.5456,2704.8
INV903789,SO500766,14,2024-05-30,30,52.2324,1566.97
INV903790,SO500774,6,2024-05-30,4000,0.396,1584.0
INV903791,SO500630,21,2024-05-30,1000,3.3756,3375.6
INV903792,SO500634,4,2024-05-30,4000,0.2425,970.0
INV903793,SO500164,15,2024-05-30,100,40.0513,4005.13
INV903794,SO500170,16,2024-05-30,7000,0.2716,1901.2
INV903795,SO500167,13,2024-05-30,3500,3.7248,13036.8
INV903796,SO500770,25,2024-05-30,500,3.4452,1722.6
INV903797,SO500029,9,2024-05-30,2500,3.6456,9114.0
INV903798,SO500119,20,2024-05-30,450,11.9462,5375.79
INV903799,SO500436,7,2024-05-30,750,3.3908,2543.1
INV903800,SO500029,4,2024-05-30,1500,3.4104,5115.6
INV903801,SO500476,9,2024-05-30,650,12.1536,7899.84
INV903802,SO500168,3,2024-05-30,3500,0.4171,1459.85
INV903803,SO500767,14,2024-05-30,500,3.4254,1712.7
INV903804,SO500627,22,2024-05-30,200,11.349,2269.8
INV903805,SO500476,17,2024-05-30,750,2.9856,2239.2
INV903806,SO500770,16,2024-05-30,250,3.4254,856.35
INV903807,SO500025,11,2024-05-30,120,51.7048,6204.58
INV903808,SO500029,24,2024-05-30,1100,11.5248,12677.28
INV903809,SO500468,22,2024-05-30,100,8.1312,813.12
INV903810,SO500318,16,2024-05-30,2500,1.0584,2646.0
INV903811,SO500168,14,2024-05-30,2000,0.2716,543.2
INV903812,SO500025,15,2024-05-31,160,36.848,5895.68
INV903813,SO500476,16,2024-05-31,750,3.3408,2505.6
INV903814,SO500764,21,2024-05-31,10,58.1823,581.82
INV903815,SO500318,22,2024-05-31,4500,0.4214,1896.3
INV903816,SO500632,19,2024-05-31,3000,0.6499,1949.7
INV903817,SO500025,27,2024-05-31,90,35.8876,3229.88
INV903818,SO500033,10,2024-05-31,5000,0.2744,1372.0
INV903819,SO500468,17,2024-05-31,150,9.8976,1484.64
INV903820,SO500436,4,2024-05-31,2000,3.4104,6820.8
INV903821,SO500770,9,2024-05-31,250,3.8016,950.4
INV903822,SO500766,3,2024-05-31,20,40.8771,817.54
INV903823,SO500309,7,2024-05-31,300,8.7514,2625.42
INV903824,SO500630,11,2024-05-31,400,12.2802,4912.08
INV903825,SO500170,1,2024-05-31,3000,0.4365,1309.5
INV903826,SO500436,22,2024-05-31,3250,3.6456,11848.2
INV903827,SO500169,3,2024-05-31,5500,0.4171,2294.05
INV903828,SO500287,7,2024-05-31,1000,0.1746,174.6
INV903829,SO500287,23,2024-05-31,2000,0.5141,1028.2
INV903830,SO500772,19,2024-05-31,2000,0.9999,1999.8
INV903831,SO500476,4,2024-05-31,450,11.232,5054.4
INV903832,SO500169,15,2024-05-31,3000,0.97,2910.0
INV903833,SO500309,14,2024-05-31,450,10.1038,4546.71
INV903834,SO500626,12,2024-05-31,40,48.3448,1933.79
INV903835,SO500873,9,2024-05-31,300,14.7708,4431.24
INV903836,SO500436,24,2024-05-31,500,3.0478,1523.9
INV903837,SO500626,18,2024-05-31,70,35.5214,2486.5
INV903838,SO500766,2,2024-05-31,20,37.224,744.48
INV903839,SO500630,25,2024-05-31,500,11.349,5674.5
INV903840,SO500624,18,2024-05-31,80,35.5214,2841.71
INV903841,SO500468,19,2024-05-31,1050,8.5728,9001.44
INV903842,SO500167,24,2024-05-31,500,3.3562,1678.1
INV903843,SO500472,10,2024-05-31,180,47.8464,8612.35
INV903844,SO500164,24,2024-05-31,40,36.472,1458.88
INV903845,SO500025,20,2024-05-31,120,57.5946,6911.35
INV903846,SO500169,10,2024-05-31,1500,0.873,1309.5
INV903847,SO500476,25,2024-05-31,1000,1.9104,1910.4
INV903848,SO500633,27,2024-05-31,2000,0.4365,873.0
INV903849,SO500119,15,2024-06-01,400,14.0238,5609.52
INV903850,SO500630,16,2024-06-01,750,1.5617,1171.28
INV903851,SO500468,2,2024-06-01,50,13.7376,686.88
INV903852,SO500033,25,2024-06-01,5000,0.5096,2548.0
INV903853,SO500119,2,2024-06-01,650,19.747,12835.55
INV903854,SO500770,26,2024-06-01,200,11.583,2316.6
INV903855,SO500031,21,2024-06-01,4000,0.9898,3959.2
INV903856,SO500031,26,2024-06-01,1500,0.882,1323.0
INV903857,SO500472,1,2024-06-01,10,50.6496,506.5
INV903858,SO500169,11,2024-06-01,1500,1.0476,1571.4
INV903859,SO500318,14,2024-06-01,1000,0.9898,989.8
INV903860,SO500774,18,2024-06-01,7000,0.2475,1732.5
INV903861,SO500772,5,2024-06-01,500,0.4554,227.7
INV903862,SO500318,28,2024-06-01,2500,0.882,2205.0
INV903863,SO500170,9,2024-06-01,4000,0.1746,698.4
INV903864,SO500632,15,2024-06-01,500,1.0476,523.8
INV903865,SO500029,17,2024-06-01,950,11.2798,10715.81
INV903866,SO500031,18,2024-06-01,2500,0.6566,1641.5
INV903867,SO500632,2,2024-06-01,2500,0.4462,1115.5
INV903868,SO500622,17,2024-06-01,100,11.8243,1182.43
INV903869,SO500436,26,2024-06-01,750,1.9502,1462.65
INV903870,SO500436,23,2024-06-01,550,12.4068,6823.74
INV903871,SO500477,25,2024-06-01,1000,0.4992,499.2
INV903872,SO500770,8,2024-06-02,500,1.9701,985.05
INV903873,SO500770,5,2024-06-02,500,0.4554,227.7
INV903874,SO500478,21,2024-06-02,3000,0.4128,1238.4
INV903875,SO500634,28,2024-06-02,3000,0.4365,1309.5
INV903876,SO500626,19,2024-06-02,20,36.472,729.44
INV903877,SO500472,23,2024-06-02,10,35.1552,351.55
INV903878,SO500025,22,2024-06-02,60,49.6762,2980.57
INV903879,SO500772,26,2024-06-02,2500,0.4257,1064.25
INV903880,SO500029,8,2024-06-02,1000,3.7632,3763.2
INV903881,SO500477,4,2024-06-03,500,11.232,5616.0
INV903882,SO500026,28,2024-06-03,210,35.8876,7536.4
INV903883,SO500032,12,2024-06-03,5500,0.4214,2317.7
INV903884,SO500030,3,2024-06-03,1250,3.4104,4263.0
INV903885,SO500773,21,2024-06-03,1500,0.6633,994.95
INV903886,SO500168,11,2024-06-03,1250,3.7248,4656.0
INV903887,SO500286,16,2024-06-03,100,51.1772,5117.72
INV903888,SO500032,17,2024-06-03,5000,0.6566,3283.0
INV903889,SO500026,15,2024-06-03,120,36.848,4421.76
INV903890,SO500317,23,2024-06-03,1500,3.6456,5468.4
INV903891,SO500027,9,2024-06-04,500,3.6456,1822.8
INV903892,SO500026,23,2024-06-04,10,49.6762,496.76
INV903893,SO500481,23,2024-06-04,2000,0.4992,998.4
INV903894,SO500030,19,2024-06-04,750,1.9502,1462.65
INV903895,SO500627,18,2024-06-04,40,36.472,1458.88
INV903896,SO500171,15,2024-06-04,8000,0.2716,2172.8
INV903897,SO500477,19,2024-06-04,1250,1.5456,1932.0
INV903898,SO500287,13,2024-06-04,5000,0.97,4850.0
INV903899,SO500030,16,2024-06-04,400,10.1518,4060.72
INV903900,SO500477,27,2024-06-04,250,1.9104,477.6
INV903901,SO500770,27,2024-06-04,1500,0.4257,638.55
INV903902,SO500287,25,2024-06-04,2500,0.4462,1115.5
INV903903,SO500032,6,2024-06-04,4500,1.0584,4762.8
INV903904,SO500026,21,2024-06-04,250,57.5946,14398.65
INV903905,SO500632,15,2024-06-04,1000,1.0476,1047.6
INV903906,SO500771,27,2024-06-04,250,3.6828,920.7
INV903907,SO500310,4,2024-06-04,200,14.6216,2924.32
INV903908,SO500476,10,2024-06-04,50,5.952,297.6
INV903909,SO500437,28,2024-06-04,3000,0.882,2646.0
INV903910,SO500773,24,2024-06-04,1000,1.0692,1069.2
INV903911,SO500168,12,2024-06-05,2300,11.4072,26236.56
INV903912,SO500027,14,2024-06-05,200,11.466,2293.2
INV903913,SO500764,15,2024-06-05,150,12.0681,1810.22
INV903914,SO500479,20,2024-06-05,3000,0.4128,1238.4
INV903915,SO500310,23,2024-06-05,400,8.3006,3320.24
INV903916,SO500767,20,2024-06-05,10,58.1823,581.82
INV903917,SO500771,25,2024-06-05,1000,3.4452,3445.2
INV903918,SO500627,11,2024-06-05,30,48.3448,1450.34
INV903919,SO500161,7,2024-06-05,1100,19.5455,21500.05
INV903920,SO500320,11,2024-06-05,3000,0.5194,1558.2
INV903921,SO500320,1,2024-06-05,4000,0.441,1764.0
INV903922,SO500470,1,2024-06-05,50,50.6496,2532.48
INV903923,SO500451,2,2024-06-05,150,13.7376,2060.64
INV903924,SO500767,12,2024-06-05,60,52.2324,3133.94
INV903925,SO500479,15,2024-06-05,2500,0.864,2160.0
INV903926,SO500001,3,2024-06-05,250,19.747,4936.75
INV903927,SO500631,11,2024-06-05,950,12.2802,11666.19
INV903928,SO500633,2,2024-06-05,1500,0.4462,669.3
INV903929,SO500473,1,2024-06-05,20,50.6496,1012.99
INV903930,SO500317,27,2024-06-05,250,1.9502,487.55
INV903931,SO500469,3,2024-06-05,150,19.344,2901.6
INV903932,SO500633,25,2024-06-05,3000,0.97,2910.0
INV903933,SO500317,20,2024-06-05,100,13.1859,1318.59
INV903934,SO500034,10,2024-06-05,2000,0.2744,548.8
INV903935,SO500473,22,2024-06-05,40,36.096,1443.84
INV903936,SO500479,14,2024-06-05,3000,0.4416,1324.8
INV903937,SO500317,14,2024-06-05,400,12.887,5154.8
INV903938,SO500475,10,2024-06-05,1000,3.3216,3321.6
INV903939,SO500773,10,2024-06-05,4500,0.891,4009.5
INV903940,SO500635,26,2024-06-05,3000,0.4365,1309.5
INV903941,SO500623,9,2024-06-05,100,14.4724,1447.24
INV903942,SO500764,7,2024-06-05,650,10.2069,6634.48
INV903943,SO500633,9,2024-06-06,3500,0.4171,1459.85
INV903944,SO500477,14,2024-06-06,750,3.6864,2764.8
INV903945,SO500771,8,2024-06-06,250,3.8016,950.4
INV903946,SO500437,18,2024-06-06,4000,0.98,3920.0
INV903947,SO500775,17,2024-06-06,1000,0.5247,524.7
INV903948,SO500767,10,2024-06-06,60,50.1831,3010.99
INV903949,SO500771,4,2024-06-06,300,12.5334,3760.02
INV903950,SO500771,1,2024-06-06,50,6.138,306.9
INV903951,SO500631,6,2024-06-06,50,6.014,300.7
INV903952,SO500026,11,2024-06-06,90,51.7048,4653.43
INV903953,SO500317,24,2024-06-06,350,12.4068,4342.38
INV903954,SO500171,1,2024-06-06,8000,0.4365,3492.0
INV903955,SO500473,26,2024-06-06,10,35.1552,351.55
INV903956,SO500633,18,2024-06-06,3500,0.873,3055.5
INV903957,SO500771,10,2024-06-06,500,11.6424,5821.2
INV903958,SO500764,12,2024-06-06,150,14.7708,2215.62
INV903959,SO500623,24,2024-06-06,50,10.0007,500.04
INV903960,SO500623,18,2024-06-06,400,11.8243,4729.72
INV903961,SO500315,25,2024-06-06,150,12.4068,1861.02
INV903962,SO500171,11,2024-06-06,5000,0.2425,1212.5
INV903963,SO500477,5,2024-06-06,900,11.2896,10160.64
INV903964,SO500034,6,2024-06-06,12000,0.392,4704.0
INV903965,SO500631,5,2024-06-06,500,3.0167,1508.35
INV903966,SO500477,11,2024-06-06,500,3.3216,1660.8
INV903967,SO500309,7,2024-06-06,200,8.7514,1750.28
INV903968,SO500022,22,2024-06-06,500,11.9462,5973.1
INV903969,SO500767,3,2024-06-06,40,40.8771,1635.08
INV903970,SO500473,28,2024-06-06,20,56.4192,1128.38
INV903971,SO500767,2,2024-06-06,40,37.224,1488.96
INV903972,SO500751,17,2024-06-06,100,12.0681,1206.81
INV903973,SO500030,28,2024-06-06,2000,3.3908,6781.6
INV903974,SO500171,24,2024-06-06,4000,0.5141,2056.4
INV903975,SO500022,16,2024-06-06,450,14.0238,6310.71
INV903976,SO500771,26,2024-06-06,300,11.583,3474.9
INV903977,SO500034,23,2024-06-06,4000,0.5096,2038.4
INV903978,SO500151,22,2024-06-07,300,13.8807,4164.21
INV903979,SO500481,22,2024-06-07,4000,0.384,1536.0
INV903980,SO500286,15,2024-06-07,100,40.0513,4005.13
INV903981,SO500317,13,2024-06-07,100,6.076,607.6
INV903982,SO500286,25,2024-06-07,110,36.472,4011.92
INV903983,SO500320,12,2024-06-07,6000,0.392,2352.0
INV903984,SO500771,21,2024-06-07,2500,0.6633,1658.25
INV903985,SO500030,23,2024-06-07,1550,11.5248,17863.44
INV903986,SO500469,6,2024-06-07,100,11.7024,1170.24
INV903987,SO500161,4,2024-06-07,200,8.2159,1643.18
INV903988,SO500030,13,2024-06-07,550,11.466,6306.3
INV903989,SO500631,24,2024-06-07,350,11.1647,3907.64
INV903990,SO500477,9,2024-06-07,1000,12.1536,12153.6
INV903991,SO500623,1,2024-06-07,350,13.8807,4858.24
INV903992,SO500287,9,2024-06-07,7000,1.0476,7333.2
INV903993,SO500168,2,2024-06-07,1000,1.5617,1561.7
INV903994,SO500317,16,2024-06-07,400,8.0948,3237.92
INV903995,SO500317,5,2024-06-07,2500,3.4104,8526.0
INV903996,SO500171,7,2024-06-07,3000,0.5044,1513.2
INV903997,SO500775,22,2024-06-07,4000,0.4455,1782.0
INV903998,SO500629,8,2024-06-07,200,8.0122,1602.44
INV903999,SO500168,22,2024-06-07,1000,1.9303,1930.3
INV904000,SO500168,21,2024-06-07,2500,3.3756,8439.0
INV904001,SO500314,2,2024-06-07,10,36.848,368.48
INV904002,SO500771,7,2024-06-07,500,1.9701,985.05
INV904003,SO500314,5,2024-06-07,30,35.8876,1076.63
INV904004,SO500317,25,2024-06-07,1500,3.0478,4571.7
INV904005,SO500477,10,2024-06-07,100,5.952,595.2
INV904006,SO500437,16,2024-06-07,500,1.0584,529.2
INV904007,SO500771,15,2024-06-07,1000,3.4254,3425.4
INV904008,SO500469,2,2024-06-07,150,13.7376,2060.64
INV904009,SO500469,16,2024-06-08,100,9.8976,989.76
INV904010,SO500775,18,2024-06-08,4000,0.2475,990.0
INV904011,SO500309,14,2024-06-08,450,10.1038,4546.71
INV904012,SO500287,8,2024-06-08,1000,0.873,873.0
INV904013,SO500032,25,2024-06-08,2500,0.882,2205.0
INV904014,SO500168,23,2024-06-08,1000,3.3562,3356.2
INV904015,SO500481,13,2024-06-08,2000,0.2688,537.6
INV904016,SO500022,1,2024-06-08,300,8.3006,2490.18
INV904017,SO500030,2,2024-06-08,2250,1.5778,3550.05
INV904018,SO500635,3,2024-06-08,2000,0.388,776.0
INV904019,SO500168,18,2024-06-08,950,11.349,10781.55
INV904020,SO500317,8,2024-06-08,500,3.6621,1831.05
INV904021,SO500631,17,2024-06-08,500,1.5617,780.85
INV904022,SO500633,19,2024-06-08,1500,0.6499,974.85
INV904023,SO500631,27,2024-06-08,250,11.349,2837.25
INV904024,SO500030,7,2024-06-08,500,3.7632,1881.6
INV904025,SO500633,15,2024-06-08,1000,1.0476,1047.6
INV904026,SO500631,10,2024-06-08,3000,0.4171,1251.3
INV904027,SO500022,5,2024-06-08,150,14.6216,2193.24
INV904028,SO500030,18,2024-06-08,1400,12.887,18041.8
INV904029,SO500022,3,2024-06-08,1950,19.747,38506.65
INV904030,SO500477,17,2024-06-08,1000,3.3408,3340.8
INV904031,SO500773,27,2024-06-08,3000,0.4257,1277.1
INV904032,SO500623,28,2024-06-08,50,8.2159,410.79
INV904033,SO500631,8,2024-06-09,300,8.0122,2403.66
INV904034,SO500635,6,2024-06-09,1000,0.5141,514.1
INV904035,SO500320,7,2024-06-09,1000,0.2744,274.4
INV904036,SO500473,12,2024-06-09,90,47.8464,4306.18
INV904037,SO500773,5,2024-06-09,1000,0.4554,455.4
INV904038,SO500310,15,2024-06-09,50,10.1038,505.19
INV904039,SO500287,18,2024-06-09,4500,0.6499,2924.55
INV904040,SO500437,14,2024-06-09,2000,0.9898,1979.6
INV904041,SO500030,8,2024-06-09,1750,3.6456,6379.8
INV904042,SO500631,23,2024-06-09,3500,3.3756,11814.6
INV904043,SO500623,13,2024-06-09,250,8.6621,2165.52
INV904044,SO500631,12,2024-06-09,500,3.6084,1804.2
INV904045,SO500771,20,2024-06-09,300,11.3949,3418.47
INV904046,SO500631,15,2024-06-09,300,12.7555,3826.65
INV904047,SO500630,14,2024-06-09,450,12.7555,5739.98
INV904048,SO500772,9,2024-06-10,750,3.8016,2851.2
INV904049,SO500774,10,2024-06-10,2500,0.891,2227.5
INV904050,SO500023,15,2024-06-10,400,14.0238,5609.52
INV904051,SO500318,23,2024-06-10,1000,3.6456,3645.6
INV904052,SO500470,6,2024-06-10,250,11.7024,2925.6
INV904053,SO500319,27,2024-06-10,2500,0.882,2205.0
INV904054,SO500776,16,2024-06-10,1000,0.5247,524.7
INV904055,SO500031,9,2024-06-10,4250,3.6456,15493.8
INV904056,SO500634,19,2024-06-10,1500,0.873,1309.5
INV904057,SO500632,14,2024-06-11,400,12.7555,5102.2
INV904058,SO500319,21,2024-06-11,6500,0.4214,2739.1
INV904059,SO500035,6,2024-06-11,7000,0.392,2744.0
INV904060,SO500634,20,2024-06-11,1500,0.6499,974.85
INV904061,SO500776,22,2024-06-11,3000,0.4455,1336.5
INV904062,SO500033,7,2024-06-11,1500,1.0584,1587.6
INV904063,SO500774,27,2024-06-11,500,0.4257,212.85
INV904064,SO500470,2,2024-06-11,100,13.7376,1373.76
INV904065,SO500169,24,2024-06-11,1000,1.9303,1930.3
INV904066,SO500768,21,2024-06-11,40,58.1823,2327.29
INV904067,SO500776,6,2024-06-11,3000,0.396,1188.0
INV904068,SO500629,6,2024-06-11,50,6.014,300.7
INV904069,SO500636,4,2024-06-11,6000,0.2425,1455.0
INV904070,SO500468,3,2024-06-11,600,19.344,11606.4
INV904071,SO500023,1,2024-06-11,150,8.3006,1245.09
INV904072,SO500031,28,2024-06-11,2000,3.3908,6781.6
INV904073,SO500772,1,2024-06-11,100,6.138,613.8
INV904074,SO500634,2,2024-06-11,1500,0.4462,669.3
INV904075,SO500318,24,2024-06-11,800,12.4068,9925.44
INV904076,SO500315,3,2024-06-11,40,36.848,1473.92
INV904077,SO500632,8,2024-06-11,200,8.0122,1602.44
INV904078,SO500027,15,2024-06-11,10,36.848,368.48
INV904079,SO500031,4,2024-06-11,750,3.4104,2557.8
INV904080,SO500873,5,2024-06-11,100,10.2069,1020.69
INV904081,SO500172,12,2024-06-12,2000,0.2425,485.0
INV904082,SO500775,6,2024-06-12,3000,0.396,1188.0
INV904083,SO500169,2,2024-06-12,1500,1.5617,2342.55
INV904084,SO500772,27,2024-06-12,750,3.6828,2762.1
INV904085,SO500624,1,2024-06-12,150,13.8807,2082.1
INV904086,SO500634,26,2024-06-12,4000,0.97,3880.0
INV904087,SO500765,5,2024-06-12,250,10.2069,2551.72
INV904088,SO500632,25,2024-06-12,250,11.349,2837.25
INV904089,SO500774,21,2024-06-12,1500,0.6633,994.95
INV904090,SO500474,19,2024-06-12,30,36.096,1082.88
INV904091,SO500171,24,2024-06-12,3000,0.5141,1542.3
INV904092,SO500318,13,2024-06-12,850,12.887,10953.95
INV904093,SO500033,18,2024-06-12,10000,0.6566,6566.0
INV904094,SO500628,11,2024-06-12,20,48.3448,966.9
INV904095,SO500031,20,2024-06-12,1000,1.9502,1950.2
INV904096,SO500035,10,2024-06-12,6000,0.2744,1646.4
INV904097,SO500482,6,2024-06-12,4000,0.1728,691.2
INV904098,SO500632,10,2024-06-12,900,12.2802,11052.18
INV904099,SO500172,1,2024-06-12,4000,0.4365,1746.0
INV904100,SO500624,22,2024-06-12,350,10.0007,3500.24
INV904101,SO500482,24,2024-06-12,4000,0.384,1536.0
INV904102,SO500636,7,2024-06-12,2000,0.5141,1028.2
INV904103,SO500170,11,2024-06-12,5500,1.0476,5761.8
INV904104,SO500027,21,2024-06-12,160,57.5946,9215.14
INV904105,SO500768,3,2024-06-12,30,40.8771,1226.31
INV904106,SO500318,27,2024-06-12,250,1.9502,487.55
INV904107,SO500035,11,2024-06-13,3000,0.5194,1558.2
INV904108,SO500772,25,2024-06-13,200,11.583,2316.6
INV904109,SO500027,11,2024-06-13,440,51.7048,22750.11
INV904110,SO500632,6,2024-06-13,100,6.014,601.4
INV904111,SO500172,7,2024-06-13,6000,0.5044,3026.4
INV904112,SO500031,14,2024-06-13,250,11.466,2866.5
INV904113,SO500031,8,2024-06-13,250,3.7632,940.8
INV904114,SO500162,6,2024-06-13,700,19.5455,13681.85
INV904115,SO500311,22,2024-06-13,100,8.3006,830.06
INV904116,SO500470,25,2024-06-13,100,8.1312,813.12
INV904117,SO500772,24,2024-06-13,1000,3.4452,3445.2
INV904118,SO500772,8,2024-06-13,250,1.9701,492.52
INV904119,SO500169,28,2024-06-13,1750,3.6084,6314.7
INV904120,SO500632,22,2024-06-13,3750,3.3756,12658.5
INV904121,SO500315,6,2024-06-13,20,35.8876,717.75
INV904122,SO500315,2,2024-06-13,110,57.5946,6335.41
INV904123,SO500024,10,2024-06-13,20,51.7048,1034.1
INV904124,SO500628,19,2024-06-13,60,36.472,2188.32
INV904125,SO500321,1,2024-06-13,6000,0.441,2646.0
INV904126,SO500035,25,2024-06-13,1000,0.5096,509.6
INV904127,SO500636,28,2024-06-13,6000,0.4365,2619.0
INV904128,SO500169,20,2024-06-13,350,11.349,3972.15
INV904129,SO500481,6,2024-06-13,2000,0.1728,345.6
INV904130,SO500774,5,2024-06-13,1500,0.4554,683.1
INV904131,SO500474,11,2024-06-13,40,47.8464,1913.86
INV904132,SO500170,26,2024-06-13,6000,0.5141,3084.6
INV904133,SO500772,4,2024-06-13,650,12.5334,8146.71
INV904134,SO500031,23,2024-06-13,2150,11.5248,24778.32
INV904135,SO500478,9,2024-06-13,250,12.1536,3038.4
INV904136,SO500169,23,2024-06-13,3250,3.3756,10970.7
INV904137,SO500478,27,2024-06-13,250,1.9104,477.6
INV904138,SO500624,7,2024-06-13,100,14.4724,1447.24
INV904139,SO500172,25,2024-06-13,4000,0.5141,2056.4
INV904140,SO500634,16,2024-06-13,3000,1.0476,3142.8
INV904141,SO500170,21,2024-06-13,3500,0.6499,2274.65
INV904142,SO500480,14,2024-06-13,8000,0.4416,3532.8
INV904143,SO500632,16,2024-06-13,750,1.5617,1171.28
INV904144,SO500319,13,2024-06-13,2000,0.9898,1979.6
INV904145,SO500470,3,2024-06-13,400,19.344,7737.6
INV904146,SO500318,12,2024-06-13,250,6.076,1519.0
INV904147,SO500318,7,2024-06-13,500,3.3908,1695.4
INV904148,SO500624,11,2024-06-13,450,8.6621,3897.94
INV904149,SO500772,20,2024-06-13,100,11.3949,1139.49
INV904150,SO500482,13,2024-06-13,7000,0.2688,1881.6
INV904151,SO500033,26,2024-06-13,2500,0.882,2205.0
INV904152,SO500632,5,2024-06-14,1000,3.0167,3016.7
INV904153,SO500478,17,2024-06-14,750,3.3408,2505.6
INV904154,SO500172,16,2024-06-14,4000,0.2716,1086.4
INV904155,SO500165,18,2024-06-14,50,51.1772,2558.86
INV904156,SO500023,4,2024-06-14,250,14.6216,3655.4
INV904157,SO500772,15,2024-06-14,750,3.4254,2569.05
INV904158,SO500636,3,2024-06-14,3000,0.388,1164.0
INV904159,SO500311,7,2024-06-14,300,8.7514,2625.42
INV904160,SO500478,5,2024-06-14,650,11.2896,7338.24
INV904161,SO500774,19,2024-06-14,2500,0.9999,2499.75
INV904162,SO500319,15,2024-06-14,1500,1.0584,1587.6
INV904163,SO500321,8,2024-06-14,2000,0.5194,1038.8
INV904164,SO500774,24,2024-06-14,1000,1.0692,1069.2
INV904165,SO500162,4,2024-06-14,800,8.6621,6929.68
INV904166,SO500478,19,2024-06-14,750,1.5456,1159.2
INV904167,SO500318,20,2024-06-14,50,11.5248,576.24
INV904168,SO500478,4,2024-06-14,150,11.232,1684.8
INV904169,SO500625,12,2024-06-14,30,48.3448,1450.34
INV904170,SO500165,27,2024-06-14,10,36.472,364.72
INV904171,SO500632,23,2024-06-14,500,11.1647,5582.35
INV904172,SO500774,23,2024-06-14,1000,0.4455,445.5
INV904173,SO500478,11,2024-06-14,1000,3.3216,3321.6
INV904174,SO500318,15,2024-06-14,600,8.0948,4856.88
INV904175,SO500629,22,2024-06-14,400,11.1647,4465.88
INV904176,SO500480,20,2024-06-14,1000,0.4128,412.8
INV904177,SO500162,16,2024-06-14,550,10.0007,5500.38
INV904178,SO500765,10,2024-06-14,50,14.7708,738.54
INV904179,SO500765,12,2024-06-14,100,19.9485,1994.85
INV904180,SO500029,29,2024-06-14,2500,3.3908,8477.0
INV904181,SO500874,20,2024-06-15,20,58.1823,1163.65
INV904182,SO500031,19,2024-06-15,2400,12.887,30928.8
INV904183,SO500031,17,2024-06-15,150,11.2798,1691.97
INV904184,SO500172,9,2024-06-15,3000,0.1746,523.8
INV904185,SO500027,28,2024-06-15,200,35.8876,7177.52
INV904186,SO500628,18,2024-06-15,70,35.5214,2486.5
INV904187,SO500170,15,2024-06-15,4000,0.97,3880.0
INV904188,SO500634,10,2024-06-15,2000,0.4171,834.2
INV904189,SO500024,21,2024-06-15,20,49.6762,993.52
INV904190,SO500321,6,2024-06-15,4000,0.2744,1097.6
INV904191,SO500474,1,2024-06-15,70,50.6496,3545.47
INV904192,SO500168,9,2024-06-15,4000,1.0476,4190.4
INV904193,SO500773,6,2024-06-15,2000,0.396,792.0
INV904194,SO500477,27,2024-06-15,250,1.9104,477.6
INV904195,SO500772,11,2024-06-15,800,11.6424,9313.92
INV904196,SO500170,3,2024-06-15,4500,0.4171,1876.95
INV904197,SO500318,9,2024-06-15,1000,3.7632,3763.2
INV904198,SO500318,5,2024-06-15,3000,3.4104,10231.2
INV904199,SO500480,15,2024-06-15,3000,0.864,2592.0
INV904200,SO500162,18,2024-06-15,1100,13.8807,15268.77
