distributor_id,part_number,snapshot_week,units_on_hand
D01,PM-1001,2024-03-04,20732
D01,PM-1001,2024-03-11,19067
D01,PM-1001,2024-03-18,16680
D01,PM-1001,2024-03-25,15401
D01,PM-1001,2024-04-01,15020
D01,PM-1001,2024-04-08,15566
D01,PM-1001,2024-04-15,15779
D01,PM-1001,2024-04-22,16769
D01,PM-1001,2024-04-29,16159
D01,PM-1001,2024-05-06,18008
D01,PM-1001,2024-05-13,18331
D01,PM-1001,2024-05-20,18037
D01,PM-1001,2024-05-27,19586
D01,PM-1001,2024-06-03,18073
D01,PM-1001,2024-06-10,16507
D01,PM-1001,2024-06-17,16959
D01,PM-1001,2024-06-24,16633
D01,PM-1001,2024-07-01,14598
D01,PM-1001,2024-07-08,14670
D01,PM-1001,2024-07-15,14207
D01,PM-1001,2024-07-22,13838
D01,PM-1001,2024-07-29,17254
D01,PM-1001,2024-08-05,20246
D01,PM-1001,2024-08-12,18951
D01,PM-1001,2024-08-19,18423
D01,PM-1001,2024-08-26,17947
D01,PM-1001,2024-09-02,20262
D01,PM-1001,2024-09-09,21422
D01,PM-1001,2024-09-16,21192
D01,PM-1001,2024-09-23,20198
D01,PM-1001,2024-09-30,18911
D01,PM-1001,2024-10-07,19411
D01,PM-1001,2024-10-14,20629
D01,PM-1001,2024-10-21,21352
D01,PM-1001,2024-10-28,19547
D01,PM-1001,2024-11-04,18605
D01,PM-1001,2024-11-11,18598
D01,PM-1001,2024-11-18,18279
D01,PM-1001,2024-11-25,18012
D01,PM-1001,2024-12-02,19404
D01,PM-1001,2024-12-09,19333
D01,PM-1001,2024-12-16,17798
D01,PM-1001,2024-12-23,18696
D01,PM-1001,2024-12-30,18392
D01,PM-1001,2025-01-06,19123
D01,PM-1001,2025-01-13,19547
D01,PM-1001,2025-01-20,19074
D01,PM-1001,2025-01-27,18132
D01,PM-1001,2025-02-03,16595
D01,PM-1001,2025-02-10,15864
D01,PM-1001,2025-02-17,16102
D01,PM-1001,2025-02-24,17227
D01,PM-1001,2025-03-03,16599
D01,PM-1001,2025-03-10,16209
D01,PM-1001,2025-03-17,15389
D01,PM-1001,2025-03-24,15105
D01,PM-1001,2025-03-31,15425
D01,PM-1001,2025-04-07,17775
D01,PM-1001,2025-04-14,16743
D01,PM-1001,2025-04-21,15495
D01,PM-1001,2025-04-28,16368
D01,PM-1001,2025-05-05,14070
D01,PM-1001,2025-05-12,14678
D01,PM-1001,2025-05-19,12250
D01,PM-1001,2025-05-26,12832
D01,PM-1001,2025-06-02,14420
D01,PM-1001,2025-06-09,12237
D01,PM-1001,2025-06-16,13941
D01,PM-1001,2025-06-23,15129
D01,PM-1001,2025-06-30,13591
D01,PM-1001,2025-07-07,12661
D01,PM-1001,2025-07-14,10908
D01,PM-1001,2025-07-21,15020
D01,PM-1001,2025-07-28,16764
D01,PM-1001,2025-08-04,17646
D01,PM-1001,2025-08-11,15397
D01,PM-1001,2025-08-18,18587
D01,PM-1001,2025-08-25,19792
D01,PM-1001,2025-09-01,20310
D01,PM-1001,2025-09-08,18649
D01,PM-1001,2025-09-15,20270
D01,PM-1001,2025-09-22,18834
D01,PM-1001,2025-09-29,21240
D01,PM-1001,2025-10-06,21132
D01,PM-1001,2025-10-13,20416
D01,PM-1001,2025-10-20,21813
D01,PM-1001,2025-10-27,22214
D01,PM-1001,2025-11-03,22716
D01,PM-1001,2025-11-10,20220
D01,PM-1001,2025-11-17,19178
D01,PM-1001,2025-11-24,18584
D01,PM-1001,2025-12-01,17531
D01,PM-1001,2025-12-08,17461
D01,PM-1001,2025-12-15,15804
D01,PM-1001,2025-12-22,15421
D01,PM-1001,2025-12-29,16672
D01,PM-1001,2026-01-05,16729
D01,PM-1001,2026-01-12,15786
D01,PM-1001,2026-01-19,18060
D01,PM-1001,2026-01-26,16778
D01,PM-1001,2026-02-02,16772
D01,PM-1001,2026-02-09,17322
D01,PM-1001,2026-02-16,16308
D01,PM-1001,2026-02-23,15192
D01,PM-1001,2026-03-02,16021
D01,PM-1001,2026-03-09,17038
D01,PM-1001,2026-03-16,16033
D01,PM-1001,2026-03-23,16935
D01,PM-1001,2026-03-30,16363
D01,PM-1001,2026-04-06,17169
D01,PM-1001,2026-04-13,18210
D01,PM-1001,2026-04-20,17273
D01,PM-1001,2026-04-27,19083
D01,PM-1001,2026-05-04,17938
D01,PM-1001,2026-05-11,16045
D01,PM-1001,2026-05-18,14700
D01,PM-1001,2026-05-25,13624
D01,PM-1001,2026-06-01,14515
D01,PM-1001,2026-06-08,16599
D01,PM-1001,2026-06-15,16970
D01,PM-1001,2026-06-22,16269
D01,IG-1013,2024-01-01,581
D01,IG-1013,2024-01-08,586
D01,IG-1013,2024-01-15,593
D01,IG-1013,2024-01-22,589
D01,IG-1013,2024-01-29,593
D01,IG-1013,2024-02-05,594
D01,IG-1013,2024-02-12,609
D01,IG-1013,2024-02-19,603
D01,IG-1013,2024-02-26,610
D01,IG-1013,2024-03-04,620
D01,IG-1013,2024-03-11,604
D01,IG-1013,2024-03-18,567
D01,IG-1013,2024-03-25,556
D01,IG-1013,2024-04-01,550
D01,IG-1013,2024-04-08,578
D01,IG-1013,2024-04-15,577
D01,IG-1013,2024-04-22,505
D01,IG-1013,2024-04-29,459
D01,IG-1013,2024-05-06,434
D01,IG-1013,2024-05-13,434
D01,IG-1013,2024-05-20,400
D01,IG-1013,2024-05-27,405
D01,IG-1013,2024-06-03,364
D01,IG-1013,2024-06-10,431
D01,IG-1013,2024-06-17,428
D01,IG-1013,2024-06-24,392
D01,IG-1013,2024-07-01,467
D01,IG-1013,2024-07-08,479
D01,IG-1013,2024-07-15,473
D01,IG-1013,2024-07-22,495
D01,IG-1013,2024-07-29,537
D01,IG-1013,2024-08-05,575
D01,IG-1013,2024-08-12,623
D01,IG-1013,2024-08-19,730
D01,IG-1013,2024-08-26,690
D01,IG-1013,2024-09-02,786
D01,IG-1013,2024-09-09,763
D01,IG-1013,2024-09-16,708
D01,IG-1013,2024-09-23,653
D01,IG-1013,2024-09-30,622
D01,IG-1013,2024-10-07,583
D01,IG-1013,2024-10-14,549
D01,IG-1013,2024-10-21,574
D01,IG-1013,2024-10-28,509
D01,IG-1013,2024-11-04,566
D01,IG-1013,2024-11-11,614
D01,IG-1013,2024-11-18,666
D01,IG-1013,2024-11-25,699
D01,IG-1013,2024-12-02,775
D01,IG-1013,2024-12-09,732
D01,IG-1013,2024-12-16,716
D01,IG-1013,2024-12-23,699
D01,IG-1013,2024-12-30,691
D01,IG-1013,2025-01-06,685
D01,IG-1013,2025-01-13,653
D01,IG-1013,2025-01-20,583
D01,IG-1013,2025-01-27,615
D01,IG-1013,2025-02-03,608
D01,IG-1013,2025-02-10,660
D01,IG-1013,2025-02-17,668
D01,IG-1013,2025-02-24,652
D01,IG-1013,2025-03-03,639
D01,IG-1013,2025-03-10,642
D01,IG-1013,2025-03-17,613
D01,IG-1013,2025-03-24,555
D01,IG-1013,2025-03-31,543
D01,IG-1013,2025-04-07,487
D01,IG-1013,2025-04-14,484
D01,IG-1013,2025-04-21,427
D01,IG-1013,2025-04-28,424
D01,IG-1013,2025-05-05,530
D01,IG-1013,2025-05-12,547
D01,IG-1013,2025-05-19,688
D01,IG-1013,2025-05-26,679
D01,IG-1013,2025-06-02,712
D01,IG-1013,2025-06-09,664
D01,IG-1013,2025-06-16,558
D01,IG-1013,2025-06-23,687
D01,IG-1013,2025-06-30,658
D01,IG-1013,2025-07-07,654
D01,IG-1013,2025-07-14,610
D01,IG-1013,2025-07-21,646
D01,IG-1013,2025-07-28,620
D01,IG-1013,2025-08-04,659
D01,IG-1013,2025-08-11,692
D01,IG-1013,2025-08-18,771
D01,IG-1013,2025-08-25,816
D01,IG-1013,2025-09-01,920
D01,IG-1013,2025-09-08,902
D01,IG-1013,2025-09-15,972
D01,IG-1013,2025-09-22,1065
D01,IG-1013,2025-09-29,1096
D01,IG-1013,2025-10-06,1192
D01,IG-1013,2025-10-13,1231
D01,IG-1013,2025-10-20,1353
D01,IG-1013,2025-10-27,1306
D01,IG-1013,2025-11-03,1275
D01,IG-1013,2025-11-10,1212
D01,IG-1013,2025-11-17,1156
D01,IG-1013,2025-11-24,1112
D01,IG-1013,2025-12-01,1054
D01,IG-1013,2025-12-08,1014
D01,IG-1013,2025-12-15,968
D01,IG-1013,2025-12-22,932
D01,IG-1013,2025-12-29,875
D01,IG-1013,2026-01-05,841
D01,IG-1013,2026-01-12,806
D01,IG-1013,2026-01-19,766
D01,IG-1013,2026-01-26,714
D01,IG-1013,2026-02-02,674
D01,IG-1013,2026-02-09,690
D01,IG-1013,2026-02-16,670
D01,IG-1013,2026-02-23,628
D01,IG-1013,2026-03-02,602
D01,IG-1013,2026-03-09,596
D01,IG-1013,2026-03-16,585
D01,IG-1013,2026-03-23,656
D01,IG-1013,2026-03-30,610
D01,IG-1013,2026-04-06,602
D01,IG-1013,2026-04-13,558
D01,IG-1013,2026-04-20,588
D01,IG-1013,2026-04-27,545
D01,IG-1013,2026-05-04,501
D01,IG-1013,2026-05-11,454
D01,IG-1013,2026-05-18,408
D01,IG-1013,2026-05-25,391
D01,IG-1013,2026-06-01,384
D01,IG-1013,2026-06-08,442
D01,IG-1013,2026-06-15,394
D01,IG-1013,2026-06-22,342
D01,IS-1028,2024-01-01,7919
D01,IS-1028,2024-01-08,7928
D01,IS-1028,2024-01-15,7788
D01,IS-1028,2024-01-22,7821
D01,IS-1028,2024-01-29,8400
D01,IS-1028,2024-02-05,8333
D01,IS-1028,2024-02-12,8433
D01,IS-1028,2024-02-19,8580
D01,IS-1028,2024-02-26,8483
D01,IS-1028,2024-03-04,7611
D01,IS-1028,2024-03-11,7572
D01,IS-1028,2024-03-18,7233
D01,IS-1028,2024-03-25,7372
D01,IS-1028,2024-04-01,8212
D01,IS-1028,2024-04-08,7299
D01,IS-1028,2024-04-15,7182
D01,IS-1028,2024-04-22,6142
D01,IS-1028,2024-04-29,5839
D01,IS-1028,2024-05-06,5315
D01,IS-1028,2024-05-13,4859
D01,IS-1028,2024-05-20,5320
D01,IS-1028,2024-05-27,5544
D01,IS-1028,2024-06-03,6334
D01,IS-1028,2024-06-10,7627
D01,IS-1028,2024-06-17,8530
D01,IS-1028,2024-06-24,8095
D01,IS-1028,2024-07-01,7379
D01,IS-1028,2024-07-08,7834
D01,IS-1028,2024-07-15,9316
D01,IS-1028,2024-07-22,9418
D01,IS-1028,2024-07-29,9690
D01,IS-1028,2024-08-05,9481
D01,IS-1028,2024-08-12,9033
D01,IS-1028,2024-08-19,9378
D01,IS-1028,2024-08-26,8759
D01,IS-1028,2024-09-02,8842
D01,IS-1028,2024-09-09,7824
D01,IS-1028,2024-09-16,7709
D01,IS-1028,2024-09-23,7450
D01,IS-1028,2024-09-30,7720
D01,IS-1028,2024-10-07,7370
D01,IS-1028,2024-10-14,7711
D01,IS-1028,2024-10-21,8056
D01,IS-1028,2024-10-28,7781
D01,IS-1028,2024-11-04,6838
D01,IS-1028,2024-11-11,6911
D01,IS-1028,2024-11-18,6076
D01,IS-1028,2024-11-25,7915
D01,IS-1028,2024-12-02,8524
D01,IS-1028,2024-12-09,9066
D01,IS-1028,2024-12-16,10148
D01,IS-1028,2024-12-23,11027
D01,IS-1028,2024-12-30,11160
D01,IS-1028,2025-01-06,10202
D01,IS-1028,2025-01-13,10651
D01,IS-1028,2025-01-20,10979
D01,IS-1028,2025-01-27,10899
D01,IS-1028,2025-02-03,10143
D01,IS-1028,2025-02-10,9574
D01,IS-1028,2025-02-17,8896
D01,IS-1028,2025-02-24,9152
D01,IS-1028,2025-03-03,8820
D01,IS-1028,2025-03-10,7925
D01,IS-1028,2025-03-17,7148
D01,IS-1028,2025-03-24,6160
D01,IS-1028,2025-03-31,7298
D01,IS-1028,2025-04-07,6978
D01,IS-1028,2025-04-14,6849
D01,IS-1028,2025-04-21,6435
D01,IS-1028,2025-04-28,6872
D01,IS-1028,2025-05-05,7244
D01,IS-1028,2025-05-12,8096
D01,IS-1028,2025-05-19,7695
D01,IS-1028,2025-05-26,6701
D01,IS-1028,2025-06-02,7238
D01,IS-1028,2025-06-09,7683
D01,IS-1028,2025-06-16,8362
D01,IS-1028,2025-06-23,8787
D01,IS-1028,2025-06-30,8642
D01,IS-1028,2025-07-07,9121
D01,IS-1028,2025-07-14,9384
D01,IS-1028,2025-07-21,9230
D01,IS-1028,2025-07-28,9025
D01,IS-1028,2025-08-04,8175
D01,IS-1028,2025-08-11,7785
D01,IS-1028,2025-08-18,8423
D01,IS-1028,2025-08-25,8147
D01,IS-1028,2025-09-01,7999
D01,IS-1028,2025-09-08,7905
D01,IS-1028,2025-09-15,7638
D01,IS-1028,2025-09-22,6941
D01,IS-1028,2025-09-29,6799
D01,IS-1028,2025-10-06,6057
D01,IS-1028,2025-10-13,7846
D01,IS-1028,2025-10-20,8273
D01,IS-1028,2025-10-27,8432
D01,IS-1028,2025-11-03,9455
D01,IS-1028,2025-11-10,9543
D01,IS-1028,2025-11-17,8907
D01,IS-1028,2025-11-24,9555
D01,IS-1028,2025-12-01,10384
D01,IS-1028,2025-12-08,10171
D01,IS-1028,2025-12-15,9595
D01,IS-1028,2025-12-22,10076
D01,IS-1028,2025-12-29,9350
D01,IS-1028,2026-01-05,9496
D01,IS-1028,2026-01-12,9246
D01,IS-1028,2026-01-19,8826
D01,IS-1028,2026-01-26,9008
D01,IS-1028,2026-02-02,8349
D01,IS-1028,2026-02-09,7644
D01,IS-1028,2026-02-16,6843
D01,IS-1028,2026-02-23,6633
D01,IS-1028,2026-03-02,6397
D01,IS-1028,2026-03-09,6844
D01,IS-1028,2026-03-16,6583
D01,IS-1028,2026-03-23,5972
D01,IS-1028,2026-03-30,6220
D01,IS-1028,2026-04-06,6712
D01,IS-1028,2026-04-13,6144
D01,IS-1028,2026-04-20,6793
D01,IS-1028,2026-04-27,6128
D01,IS-1028,2026-05-04,5808
D01,IS-1028,2026-05-11,5841
D01,IS-1028,2026-05-18,5870
D01,IS-1028,2026-05-25,5650
D01,IS-1028,2026-06-01,5644
D01,IS-1028,2026-06-08,6174
D01,IS-1028,2026-06-15,5589
D01,IS-1028,2026-06-22,6267
D01,SC-1017,2024-01-01,4888
D01,SC-1017,2024-01-08,4698
D01,SC-1017,2024-01-15,4705
D01,SC-1017,2024-01-22,4942
D01,SC-1017,2024-01-29,5070
D01,SC-1017,2024-02-05,5024
D01,SC-1017,2024-02-12,5125
D01,SC-1017,2024-02-19,5087
D01,SC-1017,2024-02-26,5031
D01,SC-1017,2024-03-04,5107
D01,SC-1017,2024-03-11,5141
D01,SC-1017,2024-03-18,4930
D01,SC-1017,2024-03-25,4913
D01,SC-1017,2024-04-01,4971
D01,SC-1017,2024-04-08,4865
D01,SC-1017,2024-04-15,4881
D01,SC-1017,2024-04-22,4969
D01,SC-1017,2024-04-29,4868
D01,SC-1017,2024-05-06,4880
D01,SC-1017,2024-05-13,4787
D01,SC-1017,2024-05-20,4733
D01,SC-1017,2024-05-27,4545
D01,SC-1017,2024-06-03,4453
D01,SC-1017,2024-06-10,4061
D01,SC-1017,2024-06-17,3446
D01,SC-1017,2024-06-24,3540
D01,SC-1017,2024-07-01,3070
D01,SC-1017,2024-07-08,3202
D01,SC-1017,2024-07-15,3451
D01,SC-1017,2024-07-22,3079
D01,SC-1017,2024-07-29,2915
D01,SC-1017,2024-08-05,3991
D01,SC-1017,2024-08-12,4548
D01,SC-1017,2024-08-19,3900
D01,SC-1017,2024-08-26,4695
D01,SC-1017,2024-09-02,4525
D01,SC-1017,2024-09-09,4029
D01,SC-1017,2024-09-16,4534
D01,SC-1017,2024-09-23,4544
D01,SC-1017,2024-09-30,4161
D01,SC-1017,2024-10-07,3968
D01,SC-1017,2024-10-14,4843
D01,SC-1017,2024-10-21,5005
D01,SC-1017,2024-10-28,4580
D01,SC-1017,2024-11-04,5421
D01,SC-1017,2024-11-11,5303
D01,SC-1017,2024-11-18,6428
D01,SC-1017,2024-11-25,6552
D01,SC-1017,2024-12-02,7200
D01,SC-1017,2024-12-09,6678
D01,SC-1017,2024-12-16,6351
D01,SC-1017,2024-12-23,7152
D01,SC-1017,2024-12-30,6829
D01,SC-1017,2025-01-06,7446
D01,SC-1017,2025-01-13,6784
D01,SC-1017,2025-01-20,6157
D01,SC-1017,2025-01-27,5543
D01,SC-1017,2025-02-03,5950
D01,SC-1017,2025-02-10,5370
D01,SC-1017,2025-02-17,5909
D01,SC-1017,2025-02-24,6186
D01,SC-1017,2025-03-03,5470
D01,SC-1017,2025-03-10,4939
D01,SC-1017,2025-03-17,4323
D01,SC-1017,2025-03-24,4072
D01,SC-1017,2025-03-31,3694
D01,SC-1017,2025-04-07,3194
D01,SC-1017,2025-04-14,3677
D01,SC-1017,2025-04-21,3016
D01,SC-1017,2025-04-28,3512
D01,SC-1017,2025-05-05,4127
D01,SC-1017,2025-05-12,3940
D01,SC-1017,2025-05-19,3722
D01,SC-1017,2025-05-26,4200
D01,SC-1017,2025-06-02,5047
D01,SC-1017,2025-06-09,4638
D01,SC-1017,2025-06-16,5159
D01,SC-1017,2025-06-23,4366
D01,SC-1017,2025-06-30,4195
D01,SC-1017,2025-07-07,4465
D01,SC-1017,2025-07-14,5235
D01,SC-1017,2025-07-21,5733
D01,SC-1017,2025-07-28,5214
D01,SC-1017,2025-08-04,4742
D01,SC-1017,2025-08-11,4984
D01,SC-1017,2025-08-18,4544
D01,SC-1017,2025-08-25,4131
D01,SC-1017,2025-09-01,3951
D01,SC-1017,2025-09-08,3549
D01,SC-1017,2025-09-15,3040
D01,SC-1017,2025-09-22,3305
D01,SC-1017,2025-09-29,2915
D01,SC-1017,2025-10-06,3922
D01,SC-1017,2025-10-13,3796
D01,SC-1017,2025-10-20,5519
D01,SC-1017,2025-10-27,6994
D01,SC-1017,2025-11-03,7044
D01,SC-1017,2025-11-10,6613
D01,SC-1017,2025-11-17,8010
D01,SC-1017,2025-11-24,7765
D01,SC-1017,2025-12-01,7432
D01,SC-1017,2025-12-08,8221
D01,SC-1017,2025-12-15,7736
D01,SC-1017,2025-12-22,9505
D01,SC-1017,2025-12-29,9155
D01,SC-1017,2026-01-05,8837
D01,SC-1017,2026-01-12,8476
D01,SC-1017,2026-01-19,8979
D01,SC-1017,2026-01-26,8574
D01,SC-1017,2026-02-02,8489
D01,SC-1017,2026-02-09,8185
D01,SC-1017,2026-02-16,7847
D01,SC-1017,2026-02-23,7477
D01,SC-1017,2026-03-02,7063
D01,SC-1017,2026-03-09,6530
D01,SC-1017,2026-03-16,6118
D01,SC-1017,2026-03-23,5800
D01,SC-1017,2026-03-30,5435
D01,SC-1017,2026-04-06,5055
D01,SC-1017,2026-04-13,4713
D01,SC-1017,2026-04-20,4314
D01,SC-1017,2026-04-27,4048
D01,SC-1017,2026-05-04,3639
D01,SC-1017,2026-05-11,3286
D01,SC-1017,2026-05-18,2913
D01,SC-1017,2026-05-25,2439
D01,SC-1017,2026-06-01,3223
D01,SC-1017,2026-06-08,2826
D01,SC-1017,2026-06-15,3046
D01,SC-1017,2026-06-22,3106
D01,LD-1042,2024-01-01,30099
D01,LD-1042,2024-01-08,29872
D01,LD-1042,2024-01-15,29662
D01,LD-1042,2024-01-22,29738
D01,LD-1042,2024-01-29,28419
D01,LD-1042,2024-02-05,27914
D01,LD-1042,2024-02-12,28198
D01,LD-1042,2024-02-19,29460
D01,LD-1042,2024-02-26,26465
D01,LD-1042,2024-03-04,27330
D01,LD-1042,2024-03-11,28592
D01,LD-1042,2024-03-18,27933
D01,LD-1042,2024-03-25,25657
D01,LD-1042,2024-04-01,24910
D01,LD-1042,2024-04-08,23785
D01,LD-1042,2024-04-15,23739
D01,LD-1042,2024-04-22,27360
D01,LD-1042,2024-04-29,26499
D01,LD-1042,2024-05-06,26857
D01,LD-1042,2024-05-13,28649
D01,LD-1042,2024-05-20,31262
D01,LD-1042,2024-05-27,32691
D01,LD-1042,2024-06-03,34139
D01,LD-1042,2024-06-10,31953
D01,LD-1042,2024-06-17,32840
D01,LD-1042,2024-06-24,36284
D01,LD-1042,2024-07-01,35949
D01,LD-1042,2024-07-08,33608
D01,LD-1042,2024-07-15,33624
D01,LD-1042,2024-07-22,33136
D01,LD-1042,2024-07-29,30736
D01,LD-1042,2024-08-05,28245
D01,LD-1042,2024-08-12,28482
D01,LD-1042,2024-08-19,27356
D01,LD-1042,2024-08-26,26142
D01,LD-1042,2024-09-02,29468
D01,LD-1042,2024-09-09,29948
D01,LD-1042,2024-09-16,31030
D01,LD-1042,2024-09-23,37499
D01,LD-1042,2024-09-30,38678
D01,LD-1042,2024-10-07,37252
D01,LD-1042,2024-10-14,39644
D01,LD-1042,2024-10-21,41152
D01,LD-1042,2024-10-28,41395
D01,LD-1042,2024-11-04,42862
D01,LD-1042,2024-11-11,40514
D01,LD-1042,2024-11-18,37782
D01,LD-1042,2024-11-25,34933
D01,LD-1042,2024-12-02,32415
D01,LD-1042,2024-12-09,29099
D01,LD-1042,2024-12-16,26375
D01,LD-1042,2024-12-23,24000
D01,LD-1042,2024-12-30,21707
D01,LD-1042,2025-01-06,20066
D01,LD-1042,2025-01-13,20827
D01,LD-1042,2025-01-20,18389
D01,LD-1042,2025-01-27,20350
D01,LD-1042,2025-02-03,24510
D01,LD-1042,2025-02-10,26700
D01,LD-1042,2025-02-17,24677
D01,LD-1042,2025-02-24,24085
D01,LD-1042,2025-03-03,23840
D01,LD-1042,2025-03-10,25547
D01,LD-1042,2025-03-17,23755
D01,LD-1042,2025-03-24,21244
D01,LD-1042,2025-03-31,19974
D01,LD-1042,2025-04-07,26902
D01,LD-1042,2025-04-14,29458
D01,LD-1042,2025-04-21,29248
D01,LD-1042,2025-04-28,31422
D01,LD-1042,2025-05-05,31930
D01,LD-1042,2025-05-12,32950
D01,LD-1042,2025-05-19,30127
D01,LD-1042,2025-05-26,28337
D01,LD-1042,2025-06-02,28686
D01,LD-1042,2025-06-09,26386
D01,LD-1042,2025-06-16,26923
D01,LD-1042,2025-06-23,25714
D01,LD-1042,2025-06-30,24042
D01,LD-1042,2025-07-07,24299
D01,LD-1042,2025-07-14,21444
D01,LD-1042,2025-07-21,29606
D01,LD-1042,2025-07-28,30975
D01,LD-1042,2025-08-04,33366
D01,LD-1042,2025-08-11,32298
D01,LD-1042,2025-08-18,33458
D01,LD-1042,2025-08-25,33536
D01,LD-1042,2025-09-01,33803
D01,LD-1042,2025-09-08,32180
D01,LD-1042,2025-09-15,33282
D01,LD-1042,2025-09-22,34309
D01,LD-1042,2025-09-29,32361
D01,LD-1042,2025-10-06,31939
D01,LD-1042,2025-10-13,31092
D01,LD-1042,2025-10-20,31834
D01,LD-1042,2025-10-27,30393
D01,LD-1042,2025-11-03,34086
D01,LD-1042,2025-11-10,31915
D01,LD-1042,2025-11-17,31175
D01,LD-1042,2025-11-24,31979
D01,LD-1042,2025-12-01,30128
D01,LD-1042,2025-12-08,29138
D01,LD-1042,2025-12-15,30936
D01,LD-1042,2025-12-22,34452
D01,LD-1042,2025-12-29,32499
D01,LD-1042,2026-01-05,29830
D01,LD-1042,2026-01-12,27849
D01,LD-1042,2026-01-19,27480
D01,LD-1042,2026-01-26,27972
D01,LD-1042,2026-02-02,31111
D01,LD-1042,2026-02-09,28860
D01,LD-1042,2026-02-16,25844
D01,LD-1042,2026-02-23,23040
D01,LD-1042,2026-03-02,23919
D01,LD-1042,2026-03-09,20414
D01,LD-1042,2026-03-16,17659
D01,LD-1042,2026-03-23,24035
D01,LD-1042,2026-03-30,23050
D01,LD-1042,2026-04-06,23770
D01,LD-1042,2026-04-13,23462
D01,LD-1042,2026-04-20,24307
D01,LD-1042,2026-04-27,28765
D01,LD-1042,2026-05-04,29847
D01,LD-1042,2026-05-11,28354
D01,LD-1042,2026-05-18,25449
D01,LD-1042,2026-05-25,28777
D01,LD-1042,2026-06-01,27440
D01,LD-1042,2026-06-08,28053
D01,LD-1042,2026-06-15,25851
D01,LD-1042,2026-06-22,32040
D01,PM-1007,2024-01-01,31460
D01,PM-1007,2024-01-08,31807
D01,PM-1007,2024-01-15,33470
D01,PM-1007,2024-01-22,33044
D01,PM-1007,2024-01-29,32785
D01,PM-1007,2024-02-05,32435
D01,PM-1007,2024-02-12,32329
D01,PM-1007,2024-02-19,32534
D01,PM-1007,2024-02-26,31562
D01,PM-1007,2024-03-04,31674
D01,PM-1007,2024-03-11,31225
D01,PM-1007,2024-03-18,29010
D01,PM-1007,2024-03-25,26418
D01,PM-1007,2024-04-01,26877
D01,PM-1007,2024-04-08,26443
D01,PM-1007,2024-04-15,26780
D01,PM-1007,2024-04-22,22822
D01,PM-1007,2024-04-29,20808
D01,PM-1007,2024-05-06,25574
D01,PM-1007,2024-05-13,26778
D01,PM-1007,2024-05-20,28778
D01,PM-1007,2024-05-27,26295
D01,PM-1007,2024-06-03,25120
D01,PM-1007,2024-06-10,24155
D01,PM-1007,2024-06-17,27561
D01,PM-1007,2024-06-24,33828
D01,PM-1007,2024-07-01,34116
D01,PM-1007,2024-07-08,35480
D01,PM-1007,2024-07-15,32821
D01,PM-1007,2024-07-22,39291
D01,PM-1007,2024-07-29,36106
D01,PM-1007,2024-08-05,38915
D01,PM-1007,2024-08-12,38488
D01,PM-1007,2024-08-19,37109
D01,PM-1007,2024-08-26,36898
D01,PM-1007,2024-09-02,36941
D01,PM-1007,2024-09-09,38419
D01,PM-1007,2024-09-16,34777
D01,PM-1007,2024-09-23,42041
D01,PM-1007,2024-09-30,42138
D01,PM-1007,2024-10-07,42839
D01,PM-1007,2024-10-14,44402
D01,PM-1007,2024-10-21,47780
D01,PM-1007,2024-10-28,45912
D01,PM-1007,2024-11-04,45253
D01,PM-1007,2024-11-11,42109
D01,PM-1007,2024-11-18,38743
D01,PM-1007,2024-11-25,35990
D01,PM-1007,2024-12-02,33225
D01,PM-1007,2024-12-09,34385
D01,PM-1007,2024-12-16,32642
D01,PM-1007,2024-12-23,30294
D01,PM-1007,2024-12-30,30347
D01,PM-1007,2025-01-06,34946
D01,PM-1007,2025-01-13,31743
D01,PM-1007,2025-01-20,30973
D01,PM-1007,2025-01-27,32755
D01,PM-1007,2025-02-03,30481
D01,PM-1007,2025-02-10,30431
D01,PM-1007,2025-02-17,29982
D01,PM-1007,2025-02-24,29858
D01,PM-1007,2025-03-03,30390
D01,PM-1007,2025-03-10,30649
D01,PM-1007,2025-03-17,29546
D01,PM-1007,2025-03-24,31185
D01,PM-1007,2025-03-31,29375
D01,PM-1007,2025-04-07,29701
D01,PM-1007,2025-04-14,27679
D01,PM-1007,2025-04-21,33290
D01,PM-1007,2025-04-28,35693
D01,PM-1007,2025-05-05,35781
D01,PM-1007,2025-05-12,36995
D01,PM-1007,2025-05-19,35526
D01,PM-1007,2025-05-26,35745
D01,PM-1007,2025-06-02,33435
D01,PM-1007,2025-06-09,34168
D01,PM-1007,2025-06-16,30774
D01,PM-1007,2025-06-23,28446
D01,PM-1007,2025-06-30,29360
D01,PM-1007,2025-07-07,28605
D01,PM-1007,2025-07-14,28508
D01,PM-1007,2025-07-21,23744
D01,PM-1007,2025-07-28,26251
D01,PM-1007,2025-08-04,28388
D01,PM-1007,2025-08-11,36839
D01,PM-1007,2025-08-18,35822
D01,PM-1007,2025-08-25,35850
D01,PM-1007,2025-09-01,36988
D01,PM-1007,2025-09-08,36540
D01,PM-1007,2025-09-15,42473
D01,PM-1007,2025-09-22,41659
D01,PM-1007,2025-09-29,46563
D01,PM-1007,2025-10-06,44026
D01,PM-1007,2025-10-13,41107
D01,PM-1007,2025-10-20,41835
D01,PM-1007,2025-10-27,39233
D01,PM-1007,2025-11-03,41729
D01,PM-1007,2025-11-10,37998
D01,PM-1007,2025-11-17,36692
D01,PM-1007,2025-11-24,33536
