shipment_id,order_id,line_id,ship_date,qty_shipped
SH703952,SO500163,4,2024-06-20,50
SH703953,SO500286,3,2024-07-02,250
SH703954,SO500165,4,2024-07-10,150
SH703955,SO500166,4,2024-07-18,250
SH703956,SO500167,4,2024-07-25,150
SH703957,SO500168,4,2024-07-30,100
SH703958,SO500169,4,2024-08-09,200
SH703959,SO500287,2,2024-08-16,450
SH703960,SO500170,4,2024-08-23,500
SH703961,SO500171,4,2024-08-28,200
SH703962,SO500172,4,2024-09-05,200
SH703963,SO500173,4,2024-09-12,100
SH703964,SO500174,4,2024-09-17,500
SH703965,SO500175,4,2024-09-23,500
SH703966,SO500176,4,2024-10-01,150
SH703967,SO500176,4,2024-10-16,150
SH703968,SO500177,4,2024-10-08,400
SH703969,SO500178,4,2024-10-16,50
SH703970,SO500178,4,2024-10-29,50
SH703971,SO500179,4,2024-10-23,300
SH703972,SO500180,4,2024-11-01,100
SH703973,SO500181,3,2024-11-05,400
SH703974,SO500182,4,2024-11-12,500
SH703975,SO500184,4,2024-11-27,350
SH703976,SO500185,4,2024-12-02,150
SH703977,SO500185,4,2024-12-09,100
SH703978,SO500186,4,2024-12-12,200
SH703979,SO500187,4,2024-12-16,150
SH703980,SO500187,4,2024-12-23,100
SH703981,SO500188,4,2024-12-27,650
SH703982,SO500189,4,2025-01-01,200
SH703983,SO500190,2,2025-01-08,100
SH703984,SO500292,2,2025-01-17,100
SH703985,SO500191,3,2025-01-23,50
SH703986,SO500191,3,2025-02-05,100
SH703987,SO500192,3,2025-01-29,50
SH703988,SO500193,4,2025-02-03,50
SH703989,SO500193,4,2025-02-13,50
SH703990,SO500195,3,2025-02-21,50
SH703991,SO500196,4,2025-02-24,50
SH703992,SO500197,4,2025-03-06,250
SH703993,SO500198,4,2025-03-11,200
SH703994,SO500198,4,2025-03-26,200
SH703995,SO500199,4,2025-03-18,50
SH703996,SO500199,4,2025-04-08,50
SH703997,SO500200,4,2025-03-24,50
SH703998,SO500201,4,2025-04-01,350
SH703999,SO500202,4,2025-04-10,400
SH704000,SO500203,4,2025-04-14,200
SH704001,SO500204,4,2025-04-21,150
SH704002,SO500205,4,2025-04-30,250
SH704003,SO500206,4,2025-05-08,250
SH704004,SO500207,3,2025-05-12,250
SH704005,SO500208,3,2025-05-22,250
SH704006,SO500209,3,2025-05-28,250
SH704007,SO500211,4,2025-06-13,150
SH704008,SO500212,4,2025-06-24,550
SH704009,SO500288,3,2025-06-30,150
SH704010,SO500213,4,2025-07-04,200
SH704011,SO500214,4,2025-07-07,150
SH704012,SO500215,4,2025-07-16,350
SH704013,SO500216,4,2025-07-23,200
SH704014,SO500217,4,2025-07-29,700
SH704015,SO500218,4,2025-11-04,150
SH704016,SO500220,4,2025-08-19,200
SH704017,SO500221,4,2025-08-25,650
SH704018,SO500222,4,2025-11-13,350
SH704019,SO500223,4,2025-10-30,200
SH704020,SO500226,4,2025-10-01,550
SH704021,SO500227,4,2025-10-07,450
SH704022,SO500228,4,2025-10-14,250
SH704023,SO500230,4,2025-12-19,650
SH704024,SO500231,4,2025-12-10,950
SH704025,SO500232,4,2025-11-28,750
SH704026,SO500289,2,2025-11-19,750
SH704027,SO500233,4,2026-03-04,150
SH704028,SO500234,4,2025-12-04,450
SH704029,SO500235,4,2026-01-06,200
SH704030,SO500236,4,2025-12-15,50
SH704031,SO500237,4,2026-03-12,50
SH704032,SO500262,4,2026-06-25,100
SH704033,SO500151,5,2024-05-16,550
SH704034,SO500152,5,2024-05-07,300
SH704035,SO500152,5,2024-05-28,250
SH704036,SO500153,5,2024-04-30,550
SH704037,SO500154,5,2024-04-24,550
SH704038,SO500155,5,2024-04-17,550
SH704039,SO500156,5,2024-04-08,550
SH704040,SO500157,5,2024-04-17,550
SH704041,SO500158,5,2024-03-27,550
SH704042,SO500282,4,2024-03-22,550
SH704043,SO500283,4,2024-03-12,550
SH704044,SO500284,3,2024-03-04,550
SH704045,SO500285,3,2024-02-29,550
SH704046,SO500293,2,2024-02-20,550
SH704047,SO500294,2,2024-02-15,550
SH704048,SO500295,2,2024-02-07,550
SH704049,SO500296,2,2024-01-30,550
SH704050,SO500297,2,2024-01-25,550
SH704051,SO500298,2,2024-01-18,550
SH704052,SO500299,2,2024-01-08,550
SH704053,SO500300,2,2024-01-05,550
SH704054,SO500160,4,2024-05-29,300
SH704055,SO500161,4,2024-06-07,200
SH704056,SO500163,5,2024-06-17,1200
SH704057,SO500164,4,2024-06-27,150
SH704058,SO500165,5,2024-07-10,650
SH704059,SO500166,5,2024-07-15,1050
SH704060,SO500167,5,2024-07-23,1250
SH704061,SO500168,5,2024-08-02,750
SH704062,SO500169,5,2024-08-05,1000
SH704063,SO500287,3,2024-08-15,300
SH704064,SO500170,5,2024-08-19,1100
SH704065,SO500171,5,2024-08-27,1350
SH704066,SO500172,5,2024-09-03,850
SH704067,SO500173,5,2024-09-13,900
SH704068,SO500174,5,2024-09-18,150
SH704069,SO500175,5,2024-09-24,1300
SH704070,SO500176,5,2024-10-02,800
SH704071,SO500177,5,2024-10-11,1100
SH704072,SO500178,5,2024-10-17,1400
SH704073,SO500179,5,2024-10-25,450
SH704074,SO500180,5,2024-10-30,2000
SH704075,SO500181,4,2024-11-05,400
SH704076,SO500182,5,2024-11-13,550
SH704077,SO500183,4,2024-11-19,700
SH704078,SO500184,5,2024-11-25,1050
SH704079,SO500185,5,2024-12-03,400
SH704080,SO500186,5,2024-12-13,550
SH704081,SO500187,5,2024-12-20,1000
SH704082,SO500188,5,2024-12-27,350
SH704083,SO500188,5,2025-01-14,300
SH704084,SO500189,5,2024-12-30,850
SH704085,SO500190,3,2025-01-07,450
SH704086,SO500292,3,2025-01-13,150
SH704087,SO500191,4,2025-01-24,600
SH704088,SO500192,4,2025-02-03,700
SH704089,SO500193,5,2025-02-03,300
SH704090,SO500194,4,2025-02-14,100
SH704091,SO500195,4,2025-02-17,150
SH704092,SO500196,5,2025-03-05,1450
SH704093,SO500197,5,2025-03-07,800
SH704094,SO500198,5,2025-03-12,1600
SH704095,SO500199,5,2025-03-21,700
SH704096,SO500200,5,2025-03-24,1450
SH704097,SO500201,5,2025-03-31,650
SH704098,SO500202,5,2025-04-10,850
SH704099,SO500203,5,2025-04-16,500
SH704100,SO500205,5,2025-04-30,350
SH704101,SO500206,5,2025-05-05,500
SH704102,SO500207,4,2025-05-15,700
SH704103,SO500209,4,2025-05-29,350
SH704104,SO500210,4,2025-06-02,1000
SH704105,SO500211,5,2025-06-11,450
SH704106,SO500211,5,2025-07-02,300
SH704107,SO500212,5,2025-06-18,1250
SH704108,SO500288,4,2025-06-26,800
SH704109,SO500214,5,2025-07-08,200
SH704110,SO500215,5,2025-07-17,1100
SH704111,SO500216,5,2025-07-25,1200
SH704112,SO500217,5,2025-07-29,1000
SH704113,SO500218,5,2025-10-30,350
SH704114,SO500219,4,2025-08-15,550
SH704115,SO500220,5,2025-08-26,300
SH704116,SO500221,5,2025-11-25,600
SH704117,SO500222,5,2025-09-05,1250
SH704118,SO500223,5,2025-11-05,1600
SH704119,SO500224,4,2025-09-16,650
SH704120,SO500225,4,2025-09-26,1850
SH704121,SO500226,5,2025-12-26,1150
SH704122,SO500227,5,2025-10-06,1050
SH704123,SO500228,5,2025-10-13,850
SH704124,SO500229,3,2025-10-22,1250
SH704125,SO500230,5,2025-10-29,300
SH704126,SO500235,5,2026-03-04,300
SH704127,SO500235,5,2026-03-18,200
SH704128,SO500237,5,2025-12-22,350
SH704129,SO500238,4,2025-12-29,1050
SH704130,SO500239,4,2026-03-05,900
SH704131,SO500240,4,2026-03-12,50
SH704132,SO500241,4,2026-01-23,850
SH704133,SO500242,4,2026-03-26,550
SH704134,SO500243,4,2026-02-03,350
SH704135,SO500244,4,2026-02-10,1850
SH704136,SO500245,4,2026-05-25,600
SH704137,SO500250,4,2026-03-24,250
SH704138,SO500251,3,2026-03-30,50
SH704139,SO500260,4,2026-06-12,1100
SH704140,SO500151,6,2024-05-15,350
SH704141,SO500152,6,2024-05-15,350
SH704142,SO500153,6,2024-05-03,350
SH704143,SO500154,6,2024-04-26,350
SH704144,SO500155,6,2024-04-16,350
SH704145,SO500156,6,2024-04-10,350
SH704146,SO500157,6,2024-04-09,350
SH704147,SO500158,6,2024-03-26,350
SH704148,SO500282,5,2024-03-20,350
SH704149,SO500283,5,2024-03-12,350
SH704150,SO500284,4,2024-03-05,350
SH704151,SO500285,4,2024-02-27,350
SH704152,SO500293,3,2024-02-23,350
SH704153,SO500294,3,2024-02-14,350
SH704154,SO500295,3,2024-02-07,350
SH704155,SO500296,3,2024-01-31,350
SH704156,SO500297,3,2024-01-25,350
SH704157,SO500298,3,2024-01-15,200
SH704158,SO500298,3,2024-01-30,150
SH704159,SO500299,3,2024-01-12,350
SH704160,SO500300,3,2024-01-04,350
SH704161,SO500159,4,2024-05-24,850
SH704162,SO500160,5,2024-06-19,350
SH704163,SO500161,5,2024-06-20,50
SH704164,SO500162,4,2024-06-14,800
SH704165,SO500163,6,2024-06-17,250
SH704166,SO500164,5,2024-06-26,400
SH704167,SO500286,4,2024-07-03,200
SH704168,SO500165,6,2024-07-11,650
SH704169,SO500166,6,2024-07-17,550
SH704170,SO500167,6,2024-07-23,600
SH704171,SO500168,6,2024-07-31,350
SH704172,SO500169,6,2024-08-06,500
SH704173,SO500287,4,2024-08-15,800
SH704174,SO500170,6,2024-08-20,800
SH704175,SO500171,6,2024-08-27,750
SH704176,SO500172,6,2024-09-05,250
SH704177,SO500173,6,2024-09-13,400
SH704178,SO500174,6,2024-09-17,800
SH704179,SO500174,6,2024-09-30,550
SH704180,SO500175,6,2024-09-26,350
SH704181,SO500175,6,2024-10-11,300
SH704182,SO500177,6,2024-10-07,200
SH704183,SO500178,6,2024-10-18,150
SH704184,SO500179,6,2024-10-21,1000
SH704185,SO500180,6,2024-10-31,150
SH704186,SO500181,5,2024-11-07,400
SH704187,SO500183,5,2024-11-20,1000
SH704188,SO500184,6,2024-11-29,1000
SH704189,SO500185,6,2024-12-05,1150
SH704190,SO500186,6,2024-12-09,700
SH704191,SO500187,6,2024-12-20,50
SH704192,SO500188,6,2024-12-24,1050
SH704193,SO500189,6,2025-01-01,150
SH704194,SO500292,4,2025-01-13,250
SH704195,SO500191,5,2025-01-23,250
SH704196,SO500192,5,2025-01-30,250
SH704197,SO500194,5,2025-02-13,850
SH704198,SO500195,5,2025-02-19,350
SH704199,SO500196,6,2025-02-25,600
SH704200,SO500197,6,2025-03-03,800
SH704201,SO500198,6,2025-03-14,200
SH704202,SO500199,6,2025-03-19,50
SH704203,SO500201,6,2025-04-04,600
SH704204,SO500204,5,2025-04-25,200
SH704205,SO500205,6,2025-04-29,650
SH704206,SO500206,6,2025-05-06,650
SH704207,SO500207,5,2025-05-14,800
SH704208,SO500208,4,2025-05-23,750
SH704209,SO500209,5,2025-05-30,700
SH704210,SO500210,5,2025-06-06,600
SH704211,SO500211,6,2025-06-10,250
SH704212,SO500212,6,2025-06-17,850
SH704213,SO500288,5,2025-06-27,100
SH704214,SO500214,6,2025-07-07,50
SH704215,SO500215,6,2025-07-15,1400
SH704216,SO500216,6,2025-07-21,500
SH704217,SO500217,6,2025-08-04,150
SH704218,SO500217,6,2025-08-14,100
SH704219,SO500218,6,2025-09-12,900
SH704220,SO500219,5,2025-08-13,300
SH704221,SO500220,6,2025-08-22,1100
SH704222,SO500221,6,2025-08-28,1000
SH704223,SO500222,6,2025-09-03,600
SH704224,SO500223,6,2025-11-14,50
SH704225,SO500224,5,2025-11-06,350
SH704226,SO500225,5,2025-09-23,1350
SH704227,SO500226,6,2025-11-11,850
SH704228,SO500227,6,2025-10-09,400
SH704229,SO500228,6,2025-12-22,750
SH704230,SO500229,4,2025-12-02,750
SH704231,SO500230,6,2025-10-29,700
SH704232,SO500231,5,2025-11-07,800
SH704233,SO500232,5,2026-02-19,1000
SH704234,SO500289,3,2025-12-29,450
SH704235,SO500289,3,2026-01-07,350
SH704236,SO500233,5,2026-01-12,150
SH704237,SO500234,5,2025-12-03,450
SH704238,SO500237,6,2026-02-18,50
SH704239,SO500243,5,2026-04-16,450
SH704240,SO500244,5,2026-04-17,250
SH704241,SO500245,5,2026-04-10,200
SH704242,SO500245,5,2026-04-17,200
SH704243,SO500246,4,2026-04-09,100
SH704244,SO500247,4,2026-03-05,850
SH704245,SO500249,4,2026-03-17,150
SH704246,SO500252,4,2026-04-07,50
SH704247,SO500252,4,2026-04-28,50
SH704248,SO500253,4,2026-04-15,250
SH704249,SO500254,4,2026-04-20,250
SH704250,SO500257,4,2026-05-13,250
SH704251,SO500258,4,2026-05-18,450
SH704252,SO500259,4,2026-05-27,200
SH704253,SO500151,7,2024-02-22,3000
SH704254,SO500152,7,2024-02-14,3000
SH704255,SO500153,7,2024-02-19,3000
SH704256,SO500154,7,2024-01-29,3000
SH704257,SO500155,7,2024-01-25,3000
SH704258,SO500156,7,2024-01-24,3000
SH704259,SO500157,7,2024-01-09,3000
SH704260,SO500158,7,2024-01-04,3000
SH704261,SO500159,5,2024-03-01,3000
SH704262,SO500160,6,2024-03-08,3000
SH704263,SO500161,6,2024-03-11,1000
SH704264,SO500162,5,2024-03-21,3000
SH704265,SO500164,6,2024-04-02,2000
SH704266,SO500286,5,2024-04-12,2000
SH704267,SO500165,7,2024-04-18,4000
SH704268,SO500166,7,2024-04-25,6000
SH704269,SO500167,7,2024-05-02,3000
SH704270,SO500168,7,2024-05-07,5000
SH704271,SO500169,7,2024-05-15,7000
SH704272,SO500287,5,2024-05-23,6000
SH704273,SO500170,7,2024-05-27,4000
SH704274,SO500171,7,2024-06-05,3000
SH704275,SO500172,7,2024-06-13,6000
SH704276,SO500174,7,2024-06-28,4000
SH704277,SO500175,7,2024-07-02,3000
SH704278,SO500176,6,2024-08-01,1000
SH704279,SO500177,7,2024-07-19,3000
SH704280,SO500178,7,2024-08-12,3000
SH704281,SO500179,7,2024-07-29,8000
SH704282,SO500180,7,2024-08-08,5000
SH704283,SO500181,6,2024-08-14,4000
SH704284,SO500182,6,2024-08-22,2000
SH704285,SO500183,6,2024-08-26,2000
SH704286,SO500184,7,2024-09-03,8000
SH704287,SO500185,7,2024-09-10,4000
SH704288,SO500186,7,2024-09-19,3000
SH704289,SO500186,7,2024-09-23,2000
SH704290,SO500187,7,2024-09-26,1000
SH704291,SO500188,7,2024-10-03,4000
SH704292,SO500189,7,2024-10-07,3000
SH704293,SO500190,4,2024-10-16,2000
SH704294,SO500292,5,2024-10-25,6000
SH704295,SO500191,6,2024-10-31,1000
SH704296,SO500192,6,2024-11-07,3000
SH704297,SO500193,6,2024-11-13,3000
SH704298,SO500194,6,2024-11-21,1000
SH704299,SO500194,6,2024-12-02,2000
SH704300,SO500195,6,2024-11-28,2000
SH704301,SO500196,7,2024-12-02,1000
SH704302,SO500196,7,2024-12-23,2000
SH704303,SO500197,7,2024-12-11,5000
SH704304,SO500199,7,2024-12-23,1000
SH704305,SO500200,6,2025-01-03,2000
SH704306,SO500202,6,2025-01-15,2000
SH704307,SO500204,6,2025-01-28,3000
SH704308,SO500205,7,2025-02-04,2000
SH704309,SO500206,7,2025-02-10,3000
SH704310,SO500207,6,2025-03-05,3000
SH704311,SO500208,5,2025-02-26,2000
SH704312,SO500209,6,2025-03-03,3000
SH704313,SO500211,7,2025-03-18,3000
SH704314,SO500212,7,2025-03-27,2000
SH704315,SO500288,6,2025-03-31,2000
SH704316,SO500213,5,2025-04-08,2000
SH704317,SO500214,7,2025-04-15,1000
SH704318,SO500215,7,2025-04-23,8000
SH704319,SO500216,7,2025-05-20,1000
SH704320,SO500216,7,2025-05-26,2000
SH704321,SO500217,7,2025-05-08,7000
SH704322,SO500218,7,2025-05-15,3000
SH704323,SO500219,6,2025-05-19,7000
SH704324,SO500220,7,2025-05-28,2000
SH704325,SO500221,7,2025-06-02,4000
SH704326,SO500222,7,2025-06-11,4000
SH704327,SO500223,7,2025-06-17,6000
SH704328,SO500224,6,2025-06-24,3000
SH704329,SO500225,6,2025-07-02,2000
SH704330,SO500225,6,2025-07-10,2000
SH704331,SO500226,7,2025-07-11,4000
SH704332,SO500227,7,2025-07-17,2000
SH704333,SO500228,7,2025-07-24,5000
SH704334,SO500229,5,2025-08-01,6000
SH704335,SO500230,7,2025-08-08,6000
SH704336,SO500232,6,2025-08-20,4000
SH704337,SO500289,4,2025-08-26,6000
SH704338,SO500233,6,2025-09-05,2000
SH704339,SO500234,6,2025-09-12,3000
SH704340,SO500235,6,2025-09-16,1000
SH704341,SO500235,6,2025-09-25,2000
SH704342,SO500236,5,2025-09-22,2000
SH704343,SO500237,7,2025-10-01,2000
SH704344,SO500238,5,2025-10-07,4000
SH704345,SO500239,5,2025-10-17,3000
SH704346,SO500240,5,2025-10-20,2000
SH704347,SO500241,5,2025-10-27,6000
SH704348,SO500242,5,2025-11-20,5000
SH704349,SO500243,6,2025-11-10,8000
SH704350,SO500244,6,2025-12-04,6000
SH704351,SO500245,6,2025-11-27,9000
SH704352,SO500246,5,2025-12-01,5000
SH704353,SO500247,5,2025-12-08,1000
SH704354,SO500248,4,2025-12-17,5000
SH704355,SO500249,5,2025-12-22,2000
SH704356,SO500250,5,2025-12-30,4000
SH704357,SO500251,4,2026-01-07,2000
SH704358,SO500252,5,2026-01-16,2000
SH704359,SO500255,4,2026-02-02,2000
SH704360,SO500259,5,2026-03-02,4000
SH704361,SO500290,5,2026-03-09,2000
SH704362,SO500290,5,2026-04-01,2000
SH704363,SO500260,6,2026-03-18,3000
SH704364,SO500261,5,2026-03-24,2000
SH704365,SO500262,6,2026-04-02,4000
SH704366,SO500263,6,2026-04-29,4000
SH704367,SO500264,7,2026-04-15,1000
SH704368,SO500266,5,2026-05-01,5000
SH704369,SO500267,5,2026-05-08,6000
SH704370,SO500268,6,2026-05-13,6000
SH704371,SO500269,6,2026-05-21,4000
SH704372,SO500270,6,2026-06-05,2000
SH704373,SO500271,5,2026-06-02,5000
SH704374,SO500272,7,2026-06-09,7000
SH704375,SO500273,6,2026-06-19,8000
SH704376,SO500274,5,2026-06-26,3000
SH704377,SO500151,8,2024-05-14,550
SH704378,SO500152,8,2024-05-06,550
SH704379,SO500153,8,2024-05-01,550
SH704380,SO500154,8,2024-04-22,550
SH704381,SO500155,8,2024-04-18,550
SH704382,SO500156,8,2024-04-11,550
SH704383,SO500157,8,2024-04-05,550
SH704384,SO500158,8,2024-03-26,550
SH704385,SO500282,6,2024-03-22,550
SH704386,SO500283,6,2024-03-14,550
SH704387,SO500284,5,2024-03-05,550
SH704388,SO500285,5,2024-02-27,550
SH704389,SO500293,4,2024-02-22,550
SH704390,SO500294,4,2024-02-14,550
SH704391,SO500295,4,2024-02-09,550
SH704392,SO500296,4,2024-02-01,550
SH704393,SO500297,4,2024-01-26,550
SH704394,SO500298,4,2024-01-18,550
SH704395,SO500299,4,2024-01-08,550
SH704396,SO500300,4,2024-01-01,550
SH704397,SO500159,6,2024-05-24,600
SH704398,SO500161,7,2024-06-03,1100
SH704399,SO500162,6,2024-06-13,700
SH704400,SO500163,7,2024-06-20,300
SH704401,SO500286,6,2024-07-03,300
SH704402,SO500165,8,2024-07-08,350
SH704403,SO500166,8,2024-07-17,750
SH704404,SO500167,8,2024-07-22,500
SH704405,SO500169,8,2024-08-06,200
SH704406,SO500169,8,2024-08-27,150
SH704407,SO500287,6,2024-08-12,500
SH704408,SO500287,6,2024-08-29,350
SH704409,SO500170,8,2024-08-21,750
SH704410,SO500170,8,2024-09-06,500
SH704411,SO500171,8,2024-08-27,950
SH704412,SO500172,8,2024-09-04,1800
SH704413,SO500173,7,2024-09-12,650
SH704414,SO500174,8,2024-09-17,1100
SH704415,SO500175,8,2024-09-27,300
SH704416,SO500176,7,2024-10-04,750
SH704417,SO500177,8,2024-10-08,350
SH704418,SO500178,8,2024-10-16,1400
SH704419,SO500179,8,2024-10-25,800
SH704420,SO500180,8,2024-11-01,650
SH704421,SO500181,7,2024-11-07,1800
SH704422,SO500182,7,2024-11-15,700
SH704423,SO500183,7,2024-12-02,1150
SH704424,SO500184,8,2024-11-27,1600
SH704425,SO500185,8,2024-12-04,1300
SH704426,SO500186,8,2024-12-12,600
SH704427,SO500187,8,2024-12-19,1200
SH704428,SO500188,8,2024-12-25,750
SH704429,SO500189,8,2025-01-02,100
SH704430,SO500189,8,2025-01-08,100
SH704431,SO500190,5,2025-01-09,1650
SH704432,SO500292,6,2025-01-14,700
SH704433,SO500191,7,2025-01-20,300
SH704434,SO500192,7,2025-01-29,400
SH704435,SO500193,7,2025-02-07,850
SH704436,SO500199,8,2025-03-18,500
SH704437,SO500200,7,2025-03-28,1050
SH704438,SO500203,6,2025-04-15,1050
SH704439,SO500204,7,2025-04-24,350
SH704440,SO500204,7,2025-05-12,250
SH704441,SO500205,8,2025-05-02,1200
SH704442,SO500206,8,2025-05-07,1200
SH704443,SO500207,7,2025-05-12,50
SH704444,SO500208,6,2025-05-23,150
SH704445,SO500209,7,2025-05-30,350
SH704446,SO500210,6,2025-06-02,1300
SH704447,SO500211,8,2025-07-01,700
SH704448,SO500212,8,2025-06-19,700
SH704449,SO500288,7,2025-06-23,1050
SH704450,SO500213,6,2025-07-02,50
SH704451,SO500214,8,2025-07-07,200
SH704452,SO500215,8,2025-07-17,900
SH704453,SO500216,8,2025-07-23,800
SH704454,SO500217,8,2025-07-29,1250
SH704455,SO500218,8,2025-08-04,250
SH704456,SO500219,7,2025-08-14,1550
SH704457,SO500220,8,2025-09-11,250
SH704458,SO500221,8,2025-12-10,2450
SH704459,SO500222,8,2025-11-27,1850
SH704460,SO500223,8,2025-09-10,650
SH704461,SO500224,7,2025-12-26,1650
SH704462,SO500224,7,2025-12-30,1100
SH704463,SO500225,7,2026-01-07,1050
SH704464,SO500226,8,2025-11-18,950
SH704465,SO500226,8,2025-12-12,650
SH704466,SO500227,8,2025-10-08,450
SH704467,SO500228,8,2025-11-14,1600
SH704468,SO500229,6,2026-01-28,500
SH704469,SO500230,8,2025-10-29,300
SH704470,SO500231,6,2025-11-04,1250
SH704471,SO500289,5,2026-01-28,1000
SH704472,SO500233,7,2025-11-25,200
SH704473,SO500234,7,2025-12-05,500
SH704474,SO500238,6,2026-01-26,100
SH704475,SO500242,6,2026-03-10,100
SH704476,SO500243,7,2026-02-02,750
SH704477,SO500244,7,2026-02-11,400
SH704478,SO500245,7,2026-02-18,1100
SH704479,SO500247,6,2026-03-02,150
SH704480,SO500248,5,2026-03-11,450
SH704481,SO500248,5,2026-04-01,300
SH704482,SO500249,6,2026-03-17,250
SH704483,SO500251,5,2026-06-17,50
SH704484,SO500252,6,2026-05-14,1200
SH704485,SO500254,5,2026-05-18,300
SH704486,SO500255,5,2026-05-26,500
SH704487,SO500259,6,2026-06-26,350
SH704488,SO500260,7,2026-06-12,950
SH704489,SO500151,9,2024-02-22,3000
SH704490,SO500152,9,2024-02-16,3000
SH704491,SO500153,9,2024-02-09,3000
SH704492,SO500154,9,2024-01-29,3000
SH704493,SO500155,9,2024-01-23,3000
SH704494,SO500156,9,2024-02-08,1000
SH704495,SO500156,9,2024-02-22,2000
SH704496,SO500157,9,2024-01-09,1000
SH704497,SO500157,9,2024-02-01,2000
SH704498,SO500158,9,2024-01-08,3000
SH704499,SO500160,7,2024-03-05,4000
SH704500,SO500161,8,2024-03-11,6000
SH704501,SO500162,7,2024-03-21,2000
SH704502,SO500163,8,2024-03-25,2000
SH704503,SO500164,7,2024-04-02,3000
SH704504,SO500286,7,2024-05-03,6000
SH704505,SO500165,9,2024-04-18,1000
SH704506,SO500166,9,2024-05-15,7000
SH704507,SO500167,9,2024-05-01,1000
SH704508,SO500169,9,2024-05-14,2000
SH704509,SO500287,7,2024-05-30,1000
SH704510,SO500170,9,2024-05-30,4000
SH704511,SO500172,9,2024-06-13,3000
SH704512,SO500173,8,2024-06-21,1000
SH704513,SO500174,9,2024-06-28,3000
SH704514,SO500174,9,2024-07-02,3000
SH704515,SO500175,9,2024-07-03,5000
SH704516,SO500176,8,2024-07-10,6000
SH704517,SO500177,9,2024-07-17,3000
SH704518,SO500178,9,2024-07-26,3000
SH704519,SO500179,9,2024-08-02,2000
SH704520,SO500180,9,2024-08-05,3000
SH704521,SO500181,8,2024-08-30,3000
SH704522,SO500182,8,2024-08-20,2000
SH704523,SO500184,9,2024-09-06,1000
SH704524,SO500185,9,2024-09-12,3000
SH704525,SO500186,9,2024-09-19,2000
SH704526,SO500187,9,2024-09-27,5000
SH704527,SO500188,9,2024-10-11,3000
SH704528,SO500189,9,2024-10-09,2000
SH704529,SO500190,6,2024-10-14,1000
SH704530,SO500292,7,2024-10-25,5000
SH704531,SO500191,8,2024-10-31,5000
SH704532,SO500192,8,2024-11-06,1000
SH704533,SO500192,8,2024-11-18,1000
SH704534,SO500193,8,2024-11-13,7000
SH704535,SO500194,7,2024-11-20,1000
SH704536,SO500195,7,2024-11-28,3000
SH704537,SO500196,8,2024-12-03,1000
SH704538,SO500197,8,2024-12-13,4000
SH704539,SO500198,7,2024-12-20,2000
SH704540,SO500200,8,2025-01-10,2000
SH704541,SO500201,7,2025-01-09,1000
SH704542,SO500202,7,2025-01-16,2000
SH704543,SO500203,7,2025-01-24,2000
SH704544,SO500204,8,2025-01-28,3000
SH704545,SO500205,9,2025-02-07,2000
SH704546,SO500207,8,2025-02-18,4000
SH704547,SO500208,7,2025-02-27,2000
SH704548,SO500209,8,2025-03-07,2000
SH704549,SO500210,7,2025-03-10,4000
SH704550,SO500211,9,2025-03-18,2000
SH704551,SO500212,9,2025-03-26,3000
SH704552,SO500288,8,2025-04-02,2000
SH704553,SO500213,7,2025-04-07,6000
SH704554,SO500214,9,2025-04-14,1000
SH704555,SO500215,9,2025-05-06,3000
SH704556,SO500216,9,2025-05-01,4000
SH704557,SO500217,9,2025-05-07,3000
SH704558,SO500218,9,2025-05-13,3000
SH704559,SO500219,8,2025-05-22,3000
SH704560,SO500220,9,2025-05-29,5000
SH704561,SO500221,9,2025-06-02,1000
SH704562,SO500222,9,2025-06-13,3000
SH704563,SO500222,9,2025-07-02,2000
SH704564,SO500223,9,2025-06-19,2000
SH704565,SO500224,8,2025-06-27,3000
SH704566,SO500225,8,2025-06-30,4000
SH704567,SO500226,9,2025-07-10,4000
SH704568,SO500228,9,2025-07-25,3000
SH704569,SO500229,7,2025-07-31,1000
SH704570,SO500230,9,2025-08-04,2000
SH704571,SO500230,9,2025-08-21,2000
SH704572,SO500231,7,2025-08-13,4000
SH704573,SO500232,7,2025-08-19,4000
SH704574,SO500289,6,2025-08-29,1000
SH704575,SO500233,8,2025-09-03,3000
SH704576,SO500234,8,2025-09-08,6000
SH704577,SO500235,7,2025-09-19,10000
SH704578,SO500236,6,2025-09-24,8000
SH704579,SO500237,8,2025-10-03,5000
SH704580,SO500238,7,2025-10-06,8000
SH704581,SO500239,6,2025-10-15,4000
SH704582,SO500240,6,2025-10-23,3000
SH704583,SO500240,6,2025-11-10,2000
SH704584,SO500241,6,2025-10-31,4000
SH704585,SO500242,7,2025-11-04,5000
SH704586,SO500250,6,2025-12-30,5000
SH704587,SO500251,6,2026-01-07,4000
SH704588,SO500253,5,2026-01-20,1000
SH704589,SO500254,6,2026-01-29,3000
SH704590,SO500255,6,2026-02-06,5000
SH704591,SO500256,4,2026-02-11,1000
SH704592,SO500257,5,2026-03-09,1000
SH704593,SO500257,5,2026-03-20,2000
SH704594,SO500259,7,2026-03-03,1000
SH704595,SO500290,6,2026-03-11,3000
SH704596,SO500260,8,2026-03-17,3000
SH704597,SO500262,8,2026-04-03,4000
SH704598,SO500263,8,2026-04-07,3000
SH704599,SO500263,8,2026-04-17,3000
SH704600,SO500264,9,2026-04-23,2000
SH704601,SO500265,7,2026-04-21,2000
