distributor_id,part_number,week_start,units_sold,resale_value
D02,PW-1032,2025-04-21,1990,8384.1
D02,PW-1032,2025-04-28,2057,8662.04
D02,PW-1032,2025-05-05,2495,10424.08
D02,PW-1032,2025-05-12,2231,8683.67
D02,PW-1032,2025-05-19,1760,7070.87
D02,PW-1032,2025-05-26,2471,9920.05
D02,PW-1032,2025-06-02,2800,10792.71
D02,PW-1032,2025-06-09,2422,9813.19
D02,PW-1032,2025-06-16,1975,8022.46
D02,PW-1032,2025-06-23,1803,7081.2
D02,PW-1032,2025-06-30,1962,8091.26
D02,PW-1032,2025-07-07,2277,9339.86
D02,PW-1032,2025-07-14,2768,11404.69
D02,PW-1032,2025-07-21,1987,8012.13
D02,PW-1032,2025-07-28,2010,7809.35
D02,PW-1032,2025-08-04,2568,9741.24
D02,PW-1032,2025-08-11,2052,8516.8
D02,PW-1032,2025-08-18,2812,11311.65
D02,PW-1032,2025-08-25,2111,8906.95
D02,PW-1032,2025-09-01,2552,10538.41
D02,PW-1032,2025-09-08,2251,8792.69
D02,PW-1032,2025-09-15,2344,8880.68
D02,PW-1032,2025-09-22,2036,8340.87
D02,PW-1032,2025-09-29,2040,8206.26
D02,PW-1032,2025-10-06,2193,8601.43
D02,PW-1032,2025-10-13,2305,9151.49
D02,PW-1032,2025-10-20,2199,8430.83
D02,PW-1032,2025-10-27,1550,6494.34
D02,PW-1032,2025-11-03,2091,8307.38
D02,PW-1032,2025-11-10,1816,7650.59
D02,PW-1032,2025-11-17,1841,7256.08
D02,PW-1032,2025-11-24,2137,8662.56
D02,PW-1032,2025-12-01,2574,10291.81
D02,PW-1032,2025-12-08,1929,7934.65
D02,PW-1032,2025-12-15,2691,10873.66
D02,PW-1032,2025-12-22,1704,6457.65
D02,PW-1032,2025-12-29,2427,9999.68
D02,PW-1032,2026-01-05,2165,9008.99
D02,PW-1032,2026-01-12,2109,8761.08
D02,PW-1032,2026-01-19,2535,10368.53
D02,PW-1032,2026-01-26,1889,7652.73
D02,PW-1032,2026-02-02,2542,9732.15
D02,PW-1032,2026-02-09,2055,8152.8
D02,PW-1032,2026-02-16,1946,8202.42
D02,PW-1032,2026-02-23,1776,7199.38
D02,PW-1032,2026-03-02,2779,11524.86
D02,PW-1032,2026-03-09,2630,10935.48
D02,PW-1032,2026-03-16,2086,8225.39
D02,PW-1032,2026-03-23,2459,9844.72
D02,PW-1032,2026-03-30,2333,8892.33
D02,PW-1032,2026-04-06,2194,9192.37
D02,PW-1032,2026-04-13,2698,11243.66
D02,PW-1032,2026-04-20,2145,8176.16
D02,PW-1032,2026-04-27,1709,6773.37
D02,PW-1032,2026-05-04,2487,9870.89
D02,PW-1032,2026-05-11,2431,9689.18
D02,PW-1032,2026-05-18,2213,8494.78
D02,PW-1032,2026-05-25,2125,8955.01
D02,PW-1032,2026-06-01,1929,7746.87
D02,PW-1032,2026-06-08,2313,9164.69
D02,PW-1032,2026-06-15,2144,8752.51
D02,PW-1032,2026-06-22,2825,10920.86
D02,PW-1030,2024-01-01,405,885.12
D02,PW-1030,2024-01-08,770,1841.12
D02,PW-1030,2024-01-15,524,1241.83
D02,PW-1030,2024-01-22,459,1037.21
D02,PW-1030,2024-01-29,576,1308.09
D02,PW-1030,2024-02-05,378,870.65
D02,PW-1030,2024-02-12,525,1202.73
D02,PW-1030,2024-02-19,541,1179.08
D02,PW-1030,2024-02-26,467,1124.69
D02,PW-1030,2024-03-04,520,1212.12
D02,PW-1030,2024-03-11,726,1636.48
D02,PW-1030,2024-03-18,601,1335.6
D02,PW-1030,2024-03-25,628,1505.96
D02,PW-1030,2024-04-01,531,1187.48
D02,PW-1030,2024-04-08,495,1173.36
D02,PW-1030,2024-04-15,588,1327.89
D02,PW-1030,2024-04-22,426,958.32
D02,PW-1030,2024-04-29,526,1147.47
D02,PW-1030,2024-05-06,518,1183.32
D02,PW-1030,2024-05-13,463,1111.18
D02,PW-1030,2024-05-20,697,1640.72
D02,PW-1030,2024-05-27,623,1411.95
D02,PW-1030,2024-06-03,581,1296.4
D02,PW-1030,2024-06-10,707,1676.34
D02,PW-1030,2024-06-17,500,1083.25
D02,PW-1030,2024-06-24,523,1149.18
D02,PW-1030,2024-07-01,757,1752.16
D02,PW-1030,2024-07-08,899,2081.36
D02,PW-1030,2024-07-15,706,1656.96
D02,PW-1030,2024-07-22,681,1593.14
D02,PW-1030,2024-07-29,579,1302.14
D02,PW-1030,2024-08-05,578,1249.77
D02,PW-1030,2024-08-12,646,1499.94
D02,PW-1030,2024-08-19,762,1760.4
D02,PW-1030,2024-08-26,656,1509.69
D02,PW-1030,2024-09-02,705,1586.55
D02,PW-1030,2024-09-09,528,1159.22
D02,PW-1030,2024-09-16,660,1545.32
D02,PW-1030,2024-09-23,540,1228.05
D02,PW-1030,2024-09-30,605,1361.3
D02,PW-1030,2024-10-07,645,1492.76
D02,PW-1030,2024-10-14,539,1244.45
D02,PW-1030,2024-10-21,498,1084.68
D02,PW-1030,2024-10-28,609,1461.36
D02,PW-1030,2024-11-04,563,1269.69
D02,PW-1030,2024-11-11,584,1332.22
D02,PW-1030,2024-11-18,630,1456.64
D02,PW-1030,2024-11-25,694,1604.86
D02,PW-1030,2024-12-02,630,1435.77
D02,PW-1030,2024-12-09,618,1421.54
D02,PW-1030,2024-12-16,531,1276.91
D02,PW-1030,2024-12-23,545,1232.8
D02,PW-1030,2024-12-30,618,1404.68
D02,PW-1030,2025-01-06,550,1304.63
D02,PW-1030,2025-01-13,625,1362.09
D02,PW-1030,2025-01-20,521,1150.26
D02,PW-1030,2025-01-27,794,1875.24
D02,PW-1030,2025-02-03,618,1461.09
D02,PW-1030,2025-02-10,618,1394.58
D02,PW-1030,2025-02-17,570,1320.88
D02,PW-1030,2025-02-24,826,1949.94
D02,PW-1030,2025-03-03,520,1140.53
D02,PW-1030,2025-03-10,571,1368.44
D02,PW-1030,2025-03-17,729,1746.96
D02,PW-1030,2025-03-24,673,1454.68
D02,PW-1030,2025-03-31,602,1416.77
D02,PW-1030,2025-04-07,610,1338.23
D02,PW-1030,2025-04-14,640,1392.44
D02,PW-1030,2025-04-21,685,1489.33
D02,PW-1030,2025-04-28,859,1879.49
D02,PW-1030,2025-05-05,751,1648.84
D02,PW-1030,2025-05-12,804,1901.28
D02,PW-1030,2025-05-19,650,1501.26
D02,PW-1030,2025-05-26,753,1692.79
D02,PW-1030,2025-06-02,554,1205.13
D02,PW-1030,2025-06-09,720,1651.59
D02,PW-1030,2025-06-16,714,1719.43
D02,PW-1030,2025-06-23,922,2100.83
D02,PW-1030,2025-06-30,885,2126.63
D02,PW-1030,2025-07-07,673,1553.06
D02,PW-1030,2025-07-14,617,1379.47
D02,PW-1030,2025-07-21,617,1340.14
D02,PW-1030,2025-07-28,661,1582.17
D02,PW-1030,2025-08-04,835,1810.63
D02,PW-1030,2025-08-11,727,1585.78
D02,PW-1030,2025-08-18,733,1587.98
D02,PW-1030,2025-08-25,760,1705.97
D02,PW-1030,2025-09-01,576,1319.7
D02,PW-1030,2025-09-08,596,1430.63
D02,PW-1030,2025-09-15,711,1587.09
D02,PW-1030,2025-09-22,580,1290.54
D02,PW-1030,2025-09-29,515,1223.19
D02,PW-1030,2025-10-06,546,1201.07
D02,PW-1030,2025-10-13,747,1668.45
D02,PW-1030,2025-10-20,599,1334.59
D02,PW-1030,2025-10-27,652,1497.17
D02,PW-1030,2025-11-03,537,1174.73
D02,PW-1030,2025-11-10,662,1565.06
D02,PW-1030,2025-11-17,599,1404.96
D02,PW-1030,2025-11-24,666,1533.18
D02,PW-1030,2025-12-01,579,1313.9
D02,PW-1030,2025-12-08,672,1592.2
D02,PW-1030,2025-12-15,577,1311.31
D02,PW-1030,2025-12-22,619,1490.21
D02,PW-1030,2025-12-29,604,1425.4
D02,PW-1030,2026-01-05,636,1419.5
D02,PW-1030,2026-01-12,665,1589.34
D02,PW-1030,2026-01-19,597,1384.95
D02,PW-1030,2026-01-26,637,1378.89
D02,PW-1030,2026-02-02,673,1561.75
D02,PW-1030,2026-02-09,714,1617.95
D02,PW-1030,2026-02-16,661,1578.19
D02,PW-1030,2026-02-23,592,1420.55
D02,PW-1030,2026-03-02,692,1574.88
D02,PW-1030,2026-03-09,764,1748.9
D02,PW-1030,2026-03-16,572,1260.56
D02,PW-1030,2026-03-23,580,1340.38
D02,PW-1030,2026-03-30,647,1439.26
D02,PW-1030,2026-04-06,701,1598.87
D02,PW-1030,2026-04-13,524,1263.67
D02,PW-1030,2026-04-20,801,1923.0
D02,PW-1030,2026-04-27,721,1651.65
D02,PW-1030,2026-05-04,524,1196.52
D02,PW-1030,2026-05-11,635,1433.13
D02,PW-1030,2026-05-18,721,1569.43
D02,PW-1030,2026-05-25,581,1329.11
D02,PW-1030,2026-06-01,879,1945.31
D02,PW-1030,2026-06-08,783,1881.24
D02,PW-1030,2026-06-15,844,1877.42
D02,PW-1030,2026-06-22,653,1502.76
D02,PW-1034,2024-01-01,545,2195.7
D02,PW-1034,2024-01-08,627,2630.59
D02,PW-1034,2024-01-15,542,2054.75
D02,PW-1034,2024-01-22,596,2376.92
D02,PW-1034,2024-01-29,458,1731.91
D02,PW-1034,2024-02-05,684,2846.82
D02,PW-1034,2024-02-12,499,1994.56
D02,PW-1034,2024-02-19,649,2513.92
D02,PW-1034,2024-02-26,597,2290.1
D02,PW-1034,2024-03-04,592,2312.46
D02,PW-1034,2024-03-11,658,2616.18
D02,PW-1034,2024-03-18,431,1751.88
D02,PW-1034,2024-03-25,551,2162.67
D02,PW-1034,2024-04-01,679,2568.07
D02,PW-1034,2024-04-08,818,3315.06
D02,PW-1034,2024-04-15,617,2387.34
D02,PW-1034,2024-04-22,434,1749.72
D02,PW-1034,2024-04-29,601,2270.15
D02,PW-1034,2024-05-06,629,2475.79
D02,PW-1034,2024-05-13,755,3055.42
D02,PW-1034,2024-05-20,647,2686.17
D02,PW-1034,2024-05-27,533,2064.22
D02,PW-1034,2024-06-03,749,3049.15
D02,PW-1034,2024-06-10,707,2749.54
D02,PW-1034,2024-06-17,585,2295.93
D02,PW-1034,2024-06-24,725,2858.12
D02,PW-1034,2024-07-01,599,2349.94
D02,PW-1034,2024-07-08,620,2535.15
D02,PW-1034,2024-07-15,597,2486.48
D02,PW-1034,2024-07-22,615,2316.6
D02,PW-1034,2024-07-29,735,2949.83
D02,PW-1034,2024-08-05,488,1873.4
D02,PW-1034,2024-08-12,748,2824.26
D02,PW-1034,2024-08-19,647,2474.82
D02,PW-1034,2024-08-26,590,2422.53
D02,PW-1034,2024-09-02,622,2529.22
D02,PW-1034,2024-09-09,537,2143.71
D02,PW-1034,2024-09-16,478,1840.46
D02,PW-1034,2024-09-23,531,2073.27
D02,PW-1034,2024-09-30,453,1859.81
D02,PW-1034,2024-10-07,487,2008.13
D02,PW-1034,2024-10-14,465,1905.42
D02,PW-1034,2024-10-21,708,2870.91
D02,PW-1034,2024-10-28,483,1990.75
D02,PW-1034,2024-11-04,580,2248.42
D02,PW-1034,2024-11-11,687,2772.74
D02,PW-1034,2024-11-18,659,2529.27
D02,PW-1034,2024-11-25,554,2256.02
D02,PW-1034,2024-12-02,554,2227.63
D02,PW-1034,2024-12-09,596,2246.01
D02,PW-1034,2024-12-16,798,3298.24
D02,PW-1034,2024-12-23,620,2546.21
D02,PW-1034,2024-12-30,648,2666.36
D02,PW-1034,2025-01-06,828,3216.56
D02,PW-1034,2025-01-13,619,2407.42
D02,PW-1034,2025-01-20,711,2758.81
D02,PW-1034,2025-01-27,649,2445.47
D02,PW-1034,2025-02-03,654,2466.92
D02,PW-1034,2025-02-10,533,2197.5
D02,PW-1034,2025-02-17,526,2198.02
D02,PW-1034,2025-02-24,583,2206.59
D02,PW-1034,2025-03-03,727,2909.37
D02,PW-1034,2025-03-10,730,3041.48
D02,PW-1034,2025-03-17,796,3322.02
D02,PW-1034,2025-03-24,658,2697.19
D02,PW-1034,2025-03-31,722,3021.08
D02,PW-1034,2025-04-07,730,2970.9
D02,PW-1034,2025-04-14,669,2713.92
D02,PW-1034,2025-04-21,653,2627.75
D02,PW-1034,2025-04-28,553,2193.63
D02,PW-1034,2025-05-05,681,2627.07
D02,PW-1034,2025-05-12,690,2633.13
D02,PW-1034,2025-05-19,835,3394.83
D02,PW-1034,2025-05-26,851,3285.58
D02,PW-1034,2025-06-02,726,2783.93
D02,PW-1034,2025-06-09,970,3662.45
D02,PW-1034,2025-06-16,733,2915.17
D02,PW-1034,2025-06-23,832,3255.36
D02,PW-1034,2025-06-30,701,2689.11
D02,PW-1034,2025-07-07,599,2509.4
D02,PW-1034,2025-07-14,664,2771.9
D02,PW-1034,2025-07-21,880,3433.43
D02,PW-1034,2025-07-28,675,2784.83
D02,PW-1034,2025-08-04,651,2540.94
D02,PW-1034,2025-08-11,693,2711.16
D02,PW-1034,2025-08-18,650,2595.64
D02,PW-1034,2025-08-25,818,3296.35
D02,PW-1034,2025-09-01,900,3401.43
D02,PW-1034,2025-09-08,674,2721.39
D02,PW-1034,2025-09-15,724,2956.72
D02,PW-1034,2025-09-22,767,3136.2
D02,PW-1034,2025-09-29,668,2552.84
D02,PW-1034,2025-10-06,572,2151.89
D02,PW-1034,2025-10-13,609,2535.02
D02,PW-1034,2025-10-20,685,2669.89
D02,PW-1034,2025-10-27,679,2692.54
D02,PW-1034,2025-11-03,487,1854.46
D02,PW-1034,2025-11-10,595,2475.35
D02,PW-1034,2025-11-17,567,2353.59
D02,PW-1034,2025-11-24,722,2799.52
D02,PW-1034,2025-12-01,569,2343.79
D02,PW-1034,2025-12-08,590,2360.08
D02,PW-1034,2025-12-15,589,2408.25
D02,PW-1034,2025-12-22,716,2811.74
D02,PW-1034,2025-12-29,739,3089.37
D02,PW-1034,2026-01-05,692,2714.36
D02,PW-1034,2026-01-12,764,3011.41
D02,PW-1034,2026-01-19,786,3008.42
D02,PW-1034,2026-01-26,502,2096.92
D02,PW-1034,2026-02-02,727,2790.71
D02,PW-1034,2026-02-09,635,2533.91
D02,PW-1034,2026-02-16,562,2299.87
D02,PW-1034,2026-02-23,654,2700.19
D02,PW-1034,2026-03-02,775,2924.49
D02,PW-1034,2026-03-09,873,3574.52
D02,PW-1034,2026-03-16,580,2336.06
D02,PW-1034,2026-03-23,787,3075.93
D02,PW-1034,2026-03-30,974,3773.64
D02,PW-1034,2026-04-06,964,3748.17
D02,PW-1034,2026-04-13,441,1767.28
D02,PW-1034,2026-04-20,1035,4064.44
D02,PW-1034,2026-04-27,869,3470.48
D02,PW-1034,2026-05-04,536,2225.52
D02,PW-1034,2026-05-11,680,2708.87
D02,PW-1034,2026-05-18,926,3553.1
D02,PW-1034,2026-05-25,812,3302.65
D02,PW-1034,2026-06-01,708,2927.31
D02,PW-1034,2026-06-08,781,2939.83
D02,PW-1034,2026-06-15,841,3516.03
D02,PW-1034,2026-06-22,710,2677.89
D02,LD-1037,2024-01-01,3122,1915.06
D02,LD-1037,2024-01-08,3378,2044.21
D02,LD-1037,2024-01-15,3122,1835.92
D02,LD-1037,2024-01-22,2984,1768.36
D02,LD-1037,2024-01-29,3194,1922.26
D02,LD-1037,2024-02-05,2736,1636.14
D02,LD-1037,2024-02-12,3595,2279.97
D02,LD-1037,2024-02-19,3023,1775.56
D02,LD-1037,2024-02-26,2730,1708.11
D02,LD-1037,2024-03-04,3513,2046.01
D02,LD-1037,2024-03-11,3574,2230.95
D02,LD-1037,2024-03-18,2938,1747.33
D02,LD-1037,2024-03-25,3704,2277.93
D02,LD-1037,2024-04-01,3744,2210.82
D02,LD-1037,2024-04-08,4617,2895.96
D02,LD-1037,2024-04-15,3341,2050.54
D02,LD-1037,2024-04-22,3458,2052.84
D02,LD-1037,2024-04-29,3203,2045.4
D02,LD-1037,2024-05-06,3799,2405.12
D02,LD-1037,2024-05-13,3542,2259.55
D02,LD-1037,2024-05-20,4126,2402.6
D02,LD-1037,2024-05-27,3343,2038.07
D02,LD-1037,2024-06-03,3835,2447.1
D02,LD-1037,2024-06-10,3450,2203.18
D02,LD-1037,2024-06-17,2710,1607.42
D02,LD-1037,2024-06-24,3920,2419.69
D02,LD-1037,2024-07-01,2737,1675.74
D02,LD-1037,2024-07-08,3461,2201.41
D02,LD-1037,2024-07-15,3453,2112.35
D02,LD-1037,2024-07-22,3504,2028.67
D02,LD-1037,2024-07-29,3511,2207.9
D02,LD-1037,2024-08-05,3480,2096.96
D02,LD-1037,2024-08-12,3626,2298.81
D02,LD-1037,2024-08-19,3349,1958.6
D02,LD-1037,2024-08-26,4995,2964.67
D02,LD-1037,2024-09-02,3175,1868.67
D02,LD-1037,2024-09-09,2756,1659.48
D02,LD-1037,2024-09-16,2653,1641.06
D02,LD-1037,2024-09-23,3584,2176.79
D02,LD-1037,2024-09-30,2533,1510.56
D02,LD-1037,2024-10-07,2658,1568.94
D02,LD-1037,2024-10-14,2579,1600.04
D02,LD-1037,2024-10-21,3357,1961.35
D02,LD-1037,2024-10-28,3800,2223.94
D02,LD-1037,2024-11-04,2684,1676.28
D02,LD-1037,2024-11-11,3277,1992.44
D02,LD-1037,2024-11-18,2062,1196.74
D02,LD-1037,2024-11-25,2730,1666.85
D02,LD-1037,2024-12-02,3336,2094.66
D02,LD-1037,2024-12-09,2906,1861.49
D02,LD-1037,2024-12-16,3537,2077.21
D02,LD-1037,2024-12-23,2184,1303.25
D02,LD-1037,2024-12-30,2743,1723.12
D02,LD-1037,2025-01-06,3292,1921.13
D02,LD-1037,2025-01-13,3303,2033.9
D02,LD-1037,2025-01-20,3363,1976.7
D02,LD-1037,2025-01-27,3234,2037.17
D02,LD-1037,2025-02-03,2662,1706.4
D02,LD-1037,2025-02-10,2836,1727.81
D02,LD-1037,2025-02-17,4553,2864.79
D02,LD-1037,2025-02-24,2688,1636.36
D02,LD-1037,2025-03-03,2651,1612.92
D02,LD-1037,2025-03-10,3666,2310.02
D02,LD-1037,2025-03-17,2851,1804.82
D02,LD-1037,2025-03-24,4414,2683.8
D02,LD-1037,2025-03-31,5130,3063.42
D02,LD-1037,2025-04-07,3311,2087.11
D02,LD-1037,2025-04-14,3625,2265.59
D02,LD-1037,2025-04-21,2651,1691.27
D02,LD-1037,2025-04-28,4096,2568.51
D02,LD-1037,2025-05-05,2522,1458.32
D02,LD-1037,2025-05-12,2900,1695.12
D02,LD-1037,2025-05-19,3622,2093.97
D02,LD-1037,2025-05-26,3873,2459.22
D02,LD-1037,2025-06-02,2860,1683.28
D02,LD-1037,2025-06-09,3296,2077.86
D02,LD-1037,2025-06-16,2785,1648.62
D02,LD-1037,2025-06-23,3402,2067.69
D02,LD-1037,2025-06-30,3155,1998.47
D02,LD-1037,2025-07-07,3222,1998.18
D02,LD-1037,2025-07-14,3890,2264.64
D02,LD-1037,2025-07-21,3660,2177.82
D02,LD-1037,2025-07-28,3792,2215.77
D02,LD-1037,2025-08-04,3394,2127.02
D02,LD-1037,2025-08-11,3823,2322.61
D02,LD-1037,2025-08-18,3386,2115.16
D02,LD-1037,2025-08-25,3134,1806.8
D02,LD-1037,2025-09-01,3641,2274.66
D02,LD-1037,2025-09-08,3107,1794.46
D02,LD-1037,2025-09-15,3120,1977.95
D02,LD-1037,2025-09-22,3811,2341.8
D02,LD-1037,2025-09-29,3722,2389.06
D02,LD-1037,2025-10-06,3048,1837.34
D02,LD-1037,2025-10-13,3602,2225.48
D02,LD-1037,2025-10-20,2588,1545.73
D02,LD-1037,2025-10-27,2979,1770.52
D02,LD-1037,2025-11-03,2763,1747.36
D02,LD-1037,2025-11-10,3075,1905.94
D02,LD-1037,2025-11-17,3419,1991.89
D02,LD-1037,2025-11-24,3319,1938.06
D02,LD-1037,2025-12-01,3245,2043.91
D02,LD-1037,2025-12-08,3109,1887.89
D02,LD-1037,2025-12-15,2975,1821.01
D02,LD-1037,2025-12-22,3656,2123.44
D02,LD-1037,2025-12-29,2429,1471.46
D02,LD-1037,2026-01-05,2783,1621.89
D02,LD-1037,2026-01-12,3289,1896.24
D02,LD-1037,2026-01-19,3914,2487.46
D02,LD-1037,2026-01-26,2976,1733.18
D02,LD-1037,2026-02-02,3039,1884.66
D02,LD-1037,2026-02-09,2627,1677.8
D02,LD-1037,2026-02-16,2965,1732.64
D02,LD-1037,2026-02-23,3611,2219.77
D02,LD-1037,2026-03-02,4155,2577.22
D02,LD-1037,2026-03-09,3168,1907.84
D02,LD-1037,2026-03-16,2965,1742.27
D02,LD-1037,2026-03-23,3409,2093.82
D02,LD-1037,2026-03-30,2672,1630.53
D02,LD-1037,2026-04-06,4132,2649.27
D02,LD-1037,2026-04-13,2877,1667.35
D02,LD-1037,2026-04-20,3654,2253.81
D02,LD-1037,2026-04-27,3669,2131.66
D02,LD-1037,2026-05-04,3877,2406.57
D02,LD-1037,2026-05-11,3683,2270.57
D02,LD-1037,2026-05-18,3559,2274.18
D02,LD-1037,2026-05-25,3804,2367.05
D02,LD-1037,2026-06-01,4050,2530.13
D02,LD-1037,2026-06-08,4681,2957.9
D02,LD-1037,2026-06-15,3029,1812.02
D02,LD-1037,2026-06-22,2707,1613.12
D02,IG-1014,2024-01-01,55,2464.58
D02,IG-1014,2024-01-08,67,3046.85
D02,IG-1014,2024-01-15,54,2446.01
D02,IG-1014,2024-01-22,60,2519.66
D02,IG-1014,2024-01-29,56,2404.93
D02,IG-1014,2024-02-05,57,2584.19
D02,IG-1014,2024-02-12,73,3052.84
D02,IG-1014,2024-02-19,50,2233.45
D02,IG-1014,2024-02-26,63,2616.22
D02,IG-1014,2024-03-04,67,2957.81
D02,IG-1014,2024-03-11,75,3113.46
D02,IG-1014,2024-03-18,65,2769.5
D02,IG-1014,2024-03-25,77,3321.88
D02,IG-1014,2024-04-01,67,2959.23
D02,IG-1014,2024-04-08,70,3114.71
D02,IG-1014,2024-04-15,70,3167.79
D02,IG-1014,2024-04-22,77,3185.16
D02,IG-1014,2024-04-29,77,3492.8
D02,IG-1014,2024-05-06,60,2689.02
D02,IG-1014,2024-05-13,74,3386.77
D02,IG-1014,2024-05-20,79,3435.98
D02,IG-1014,2024-05-27,91,3793.56
D02,IG-1014,2024-06-03,63,2590.59
D02,IG-1014,2024-06-10,80,3291.31
D02,IG-1014,2024-06-17,70,3046.15
D02,IG-1014,2024-06-24,76,3459.3
D02,IG-1014,2024-07-01,63,2620.05
D02,IG-1014,2024-07-08,74,3020.33
D02,IG-1014,2024-07-15,78,3524.5
D02,IG-1014,2024-07-22,64,2837.46
D02,IG-1014,2024-07-29,91,3850.25
D02,IG-1014,2024-08-05,58,2475.77
D02,IG-1014,2024-08-12,79,3440.68
D02,IG-1014,2024-08-19,50,2095.91
D02,IG-1014,2024-08-26,70,2862.63
D02,IG-1014,2024-09-02,77,3219.87
D02,IG-1014,2024-09-09,79,3543.19
D02,IG-1014,2024-09-16,70,2905.65
D02,IG-1014,2024-09-23,68,2918.62
D02,IG-1014,2024-09-30,76,3239.33
D02,IG-1014,2024-10-07,80,3539.22
D02,IG-1014,2024-10-14,85,3629.63
D02,IG-1014,2024-10-21,57,2349.09
D02,IG-1014,2024-10-28,67,2819.92
D02,IG-1014,2024-11-04,49,2103.76
D02,IG-1014,2024-11-11,56,2441.35
D02,IG-1014,2024-11-18,62,2621.76
D02,IG-1014,2024-11-25,78,3385.7
D02,IG-1014,2024-12-02,64,2767.61
D02,IG-1014,2024-12-09,66,2918.66
D02,IG-1014,2024-12-16,72,2996.47
D02,IG-1014,2024-12-23,63,2667.19
D02,IG-1014,2024-12-30,52,2204.67
D02,IG-1014,2025-01-06,63,2681.45
D02,IG-1014,2025-01-13,70,3049.88
D02,IG-1014,2025-01-20,77,3288.6
D02,IG-1014,2025-01-27,70,2955.4
D02,IG-1014,2025-02-03,78,3295.19
D02,IG-1014,2025-02-10,85,3499.02
D02,IG-1014,2025-02-17,89,3734.74
D02,IG-1014,2025-02-24,78,3398.25
D02,IG-1014,2025-03-03,65,2864.07
D02,IG-1014,2025-03-10,65,2864.8
D02,IG-1014,2025-03-17,66,2913.37
D02,IG-1014,2025-03-24,68,2971.2
D02,IG-1014,2025-03-31,82,3585.12
D02,IG-1014,2025-04-07,109,4909.09
D02,IG-1014,2025-04-14,85,3781.74
D02,IG-1014,2025-04-21,83,3386.34
D02,IG-1014,2025-04-28,98,4090.14
D02,IG-1014,2025-05-05,75,3165.27
D02,IG-1014,2025-05-12,100,4269.07
D02,IG-1014,2025-05-19,100,4329.57
D02,IG-1014,2025-05-26,88,3884.45
D02,IG-1014,2025-06-02,120,5304.6
D02,IG-1014,2025-06-09,104,4262.13
D02,IG-1014,2025-06-16,88,3972.6
D02,IG-1014,2025-06-23,86,3655.2
D02,IG-1014,2025-06-30,82,3548.2
D02,IG-1014,2025-07-07,66,2873.17
D02,IG-1014,2025-07-14,65,2833.25
D02,IG-1014,2025-07-21,62,2828.45
D02,IG-1014,2025-07-28,62,2620.53
D02,IG-1014,2025-08-04,53,2225.78
D02,IG-1014,2025-08-11,57,2514.05
D02,IG-1014,2025-08-18,48,2104.82
D02,IG-1014,2025-08-25,64,2877.45
D02,IG-1014,2025-09-01,60,2508.87
D02,IG-1014,2025-09-08,57,2427.37
D02,IG-1014,2025-09-15,66,2683.77
D02,IG-1014,2025-09-22,50,2087.1
D02,IG-1014,2025-09-29,50,2151.3
D02,IG-1014,2025-10-06,44,1897.84
D02,IG-1014,2025-10-13,63,2855.0
D02,IG-1014,2025-10-20,58,2615.77
D02,IG-1014,2025-10-27,64,2606.72
D02,IG-1014,2025-11-03,65,2687.81
D02,IG-1014,2025-11-10,48,2002.05
D02,IG-1014,2025-11-17,45,1902.52
D02,IG-1014,2025-11-24,38,1717.37
D02,IG-1014,2025-12-01,42,1863.91
D02,IG-1014,2025-12-08,46,1961.52
D02,IG-1014,2025-12-15,35,1590.35
D02,IG-1014,2025-12-22,41,1796.24
D02,IG-1014,2025-12-29,47,2012.87
D02,IG-1014,2026-01-05,54,2471.35
D02,IG-1014,2026-01-12,42,1770.4
D02,IG-1014,2026-01-19,48,1982.03
D02,IG-1014,2026-01-26,62,2836.66
D02,IG-1014,2026-02-02,36,1481.72
D02,IG-1014,2026-02-09,55,2301.21
D02,IG-1014,2026-02-16,50,2124.99
D02,IG-1014,2026-02-23,57,2430.47
D02,IG-1014,2026-03-02,54,2435.77
D02,IG-1014,2026-03-09,43,1857.63
D02,IG-1014,2026-03-16,47,2053.26
D02,IG-1014,2026-03-23,38,1720.8
D02,IG-1014,2026-03-30,44,1840.4
D02,IG-1014,2026-04-06,47,2053.94
D02,IG-1014,2026-04-13,49,2020.4
D02,IG-1014,2026-04-20,53,2306.37
D02,IG-1014,2026-04-27,60,2612.38
D02,IG-1014,2026-05-04,45,1960.2
D02,IG-1014,2026-05-11,57,2557.16
D02,IG-1014,2026-05-18,50,2201.58
D02,IG-1014,2026-05-25,40,1773.56
D02,IG-1014,2026-06-01,47,2073.41
D02,IG-1014,2026-06-08,49,2189.3
D02,IG-1014,2026-06-15,43,1773.35
D02,IG-1014,2026-06-22,41,1721.72
D02,PM-1005,2024-01-01,1090,585.13
D02,PM-1005,2024-01-08,1295,717.65
D02,PM-1005,2024-01-15,1084,595.67
D02,PM-1005,2024-01-22,1720,938.3
D02,PM-1005,2024-01-29,1373,741.83
D02,PM-1005,2024-02-05,1867,1025.53
D02,PM-1005,2024-02-12,1289,699.94
D02,PM-1005,2024-02-19,1271,637.04
D02,PM-1005,2024-02-26,1532,833.74
D02,PM-1005,2024-03-04,1361,716.74
D02,PM-1005,2024-03-11,1654,850.28
D02,PM-1005,2024-03-18,1790,907.28
D02,PM-1005,2024-03-25,1718,910.32
D02,PM-1005,2024-04-01,1804,992.24
D02,PM-1005,2024-04-08,1676,928.66
D02,PM-1005,2024-04-15,1376,722.21
D02,PM-1005,2024-04-22,1786,921.45
